llm,task,layer,category,control_label,mean_score,std_score
tigerllm,g2p,21,CB,True,-1.3630325450776255,0.05182847068966979
tigerllm,g2p,22,A,True,-1.0208302433347287,0.07953712535942727
tigerllm,g2p,22,M,True,-0.9766359195945175,0.0855620025873769
tigerllm,g2p,22,CB,True,-1.3468813397984587,0.044591691203194
tigerllm,g2p,23,A,True,-1.0194733832618899,0.07396848344291967
tigerllm,g2p,23,M,True,-0.9733776124084919,0.09366157409821815
tigerllm,g2p,23,CB,True,-1.3492548603052907,0.03185235843179163
tigerllm,g2p,24,A,True,-1.0325349506862165,0.07897276583155455
tigerllm,g2p,24,M,True,-0.9788901186593103,0.09312118090156317
tigerllm,g2p,24,CB,True,-1.3942670579024647,0.03063358634241057
tigerllm,g2p,25,A,True,-1.0083762362539188,0.08387494409152652
tigerllm,g2p,25,M,True,-0.95534698782969,0.08965851520250764
tigerllm,g2p,25,CB,True,-1.3732416157049614,0.03446598188068418
tigerllm,g2p,26,A,True,-1.0305405909623118,0.07308539693047453
tigerllm,g2p,26,M,True,-0.9886647218594365,0.09435689570989511
tigerllm,g2p,26,CB,True,-1.3734255894359872,0.04535683942384625
tigerllm,g2p,27,A,True,-1.1052004169851952,0.07002414935902018
tigerllm,g2p,27,M,True,-1.0388055996978576,0.12275596018358427
tigerllm,g2p,27,CB,True,-1.3786744025495807,0.037119808636695686
tigerllm,g2p,28,A,True,-1.1557257968783774,0.07125742732747149
tigerllm,g2p,28,M,True,-1.0879478383495838,0.12184294142275363
tigerllm,g2p,28,CB,True,-1.3233333362245128,0.04503032621140076
tigerllm,g2p,29,A,True,-1.2142156565637872,0.09193333230564676
tigerllm,g2p,29,M,True,-1.1581277875325195,0.11817540043010706
tigerllm,g2p,29,CB,True,-1.2936621643372943,0.04036747714000761
tigerllm,g2p,30,A,True,-1.2392337594002707,0.12529358723766532
tigerllm,g2p,30,M,True,-1.2536676333997732,0.11564636738990329
tigerllm,g2p,30,CB,True,-1.237369486919298,0.03349196716670994
tigerllm,g2p,31,A,True,-1.454434386260513,0.14732659650925317
tigerllm,g2p,31,M,True,-1.4789498323100037,0.16654107273941987
tigerllm,g2p,31,CB,True,-1.2341549462355543,0.049136021236819476
tigerllm,g2p,32,A,True,-1.7500751841901838,0.20087771718905842
tigerllm,g2p,32,M,True,-1.7755371558806594,0.19764298223547924
tigerllm,g2p,32,CB,True,-1.2249942212678584,0.05055480450647604
tigerllm,g2p,33,A,True,-2.042808726732841,0.24609357517053038
tigerllm,g2p,33,M,True,-2.073496121423081,0.24116462418842546
tigerllm,g2p,33,CB,True,-1.2380793372325116,0.04745677365924504
tigerllm,g2p,34,A,True,-2.4314384612576863,0.3025375832731213
tigerllm,g2p,34,M,True,-2.387073002563126,0.2781023209722067
tigerllm,g2p,34,CB,True,-1.2170385948964106,0.05026929918888535
tigerllm,g2p,35,A,True,-2.969217914401167,0.42655292885507007
tigerllm,g2p,35,M,True,-2.862886743974407,0.3555224633804069
tigerllm,g2p,35,CB,True,-1.2451658568244692,0.04643133590902697
tigerllm,g2p,36,A,True,-3.3304572923684574,0.46970991922810007
tigerllm,g2p,36,M,True,-3.1758141695738025,0.3780946798759138
tigerllm,g2p,36,CB,True,-1.2717386406180535,0.056273797289547504
tigerllm,g2p,37,A,True,-3.6422436344812987,0.5227223058787399
tigerllm,g2p,37,M,True,-3.4986872697397686,0.42638563040230454
tigerllm,g2p,37,CB,True,-1.2767139266255378,0.06215619362085268
tigerllm,g2p,38,A,True,-3.9997121286807564,0.5820265457205266
tigerllm,g2p,38,M,True,-3.930484602880584,0.5046680256861453
tigerllm,g2p,38,CB,True,-1.2930687417216078,0.05881669898290524
tigerllm,g2p,39,A,True,-4.664728643659638,0.7665655974826787
tigerllm,g2p,39,M,True,-4.401239684262682,0.5748756246579538
tigerllm,g2p,39,CB,True,-1.3175905818782663,0.054759694179706477
tigerllm,g2p,40,A,True,-5.148989867506016,0.7919851560995029
tigerllm,g2p,40,M,True,-4.841846528883918,0.6813225648007841
tigerllm,g2p,40,CB,True,-1.3318563731736766,0.06591231206071871
tigerllm,g2p,41,A,True,-5.330616174900851,0.7952249031491704
tigerllm,g2p,41,M,True,-5.052646563250073,0.8248752036446724
tigerllm,g2p,41,CB,True,-1.3839594390267123,0.058205664913487914
tigerllm,g2p,42,A,True,-5.6087933485927275,0.8203762186966692
tigerllm,g2p,42,M,True,-5.197946849146536,0.7136671466955292
tigerllm,g2p,42,CB,True,-1.409749581547686,0.0563777597063577
tigerllm,g2p,43,A,True,-5.843737184208539,0.7629825845080829
tigerllm,g2p,43,M,True,-5.433641258637927,0.6855269541835559
tigerllm,g2p,43,CB,True,-1.4206000198655375,0.06731216700295517
tigerllm,g2p,44,A,True,-6.104583518839997,0.8062998153740317
tigerllm,g2p,44,M,True,-5.6022950228255315,0.8086706245986895
tigerllm,g2p,44,CB,True,-1.446630173111415,0.06613256974022293
tigerllm,g2p,45,A,True,-5.012700933677498,0.7336643928047291
tigerllm,g2p,45,M,True,-4.601012433492595,0.5815019451117637
tigerllm,g2p,45,CB,True,-1.431627010235398,0.0753773937285047
tigerllm,g2p,46,A,True,-3.472869147398737,0.5328444257591723
tigerllm,g2p,46,M,True,-3.1862584480980365,0.4284029556160654
tigerllm,g2p,46,CB,True,-1.4104409733774248,0.06598458341208924
tigerllm,g2p,47,A,True,-2.6020680337706,0.35028384463127576
tigerllm,g2p,47,M,True,-2.360075117083589,0.28963051674038653
tigerllm,g2p,47,CB,True,-1.374546465538616,0.0655740893016399
tigerllm,g2p,48,A,True,-0.34265513580415075,0.026766794890563956
tigerllm,g2p,48,M,True,-0.3521485322859756,0.034345024376918755
tigerllm,g2p,48,CB,True,-0.5010096078527871,0.037194473218933946
banglat5,syllables,0,A,False,-0.011595799838773657,0.011247099189384374
banglat5,syllables,0,M,False,-0.002365724473894204,0.002395147888132799
banglat5,syllables,0,CB,False,-0.0075271171760802336,0.008787193841760113
banglat5,syllables,1,A,False,0.16888924185882775,0.09643771080447357
banglat5,syllables,1,M,False,0.2666748708287874,0.06573434634457398
banglat5,syllables,1,CB,False,-0.037137459327184465,0.23594755663182565
banglat5,syllables,2,A,False,0.315951310694997,0.06631330872105833
banglat5,syllables,2,M,False,0.36379591728896343,0.04843423073585457
banglat5,syllables,2,CB,False,0.07394913323567798,0.24365257831411533
banglat5,syllables,3,A,False,0.14949948126435395,0.09155007959494514
banglat5,syllables,3,M,False,0.341197061223174,0.06671183893777335
banglat5,syllables,3,CB,False,0.021676475640124294,0.21518337307784008
banglat5,syllables,4,A,False,0.025100704397408878,0.17320247309074788
banglat5,syllables,4,M,False,0.35000942044876904,0.04995549043584951
banglat5,syllables,4,CB,False,-0.04293366012003728,0.22086607061630442
banglat5,syllables,5,A,False,0.09914924401293626,0.1569369338008348
banglat5,syllables,5,M,False,0.34324193007947845,0.05201732551152023
banglat5,syllables,5,CB,False,-1.379665370917128,2.8132953805134417
banglat5,syllables,6,A,False,0.26960575004720666,0.12114185134021514
banglat5,syllables,6,M,False,0.272200335166151,0.07097254443380112
banglat5,syllables,6,CB,False,-0.9731963663119118,1.6264167508152036
banglat5,syllables,7,A,False,0.18139803083311193,0.12984419322101165
banglat5,syllables,7,M,False,0.285997424094671,0.08271183238568824
banglat5,syllables,7,CB,False,-1.4663195877969186,3.237099097807778
banglat5,syllables,8,A,False,0.25095342271779236,0.10068535185578988
banglat5,syllables,8,M,False,0.2978906204275351,0.06627902750303435
banglat5,syllables,8,CB,False,-1.1653462982803613,2.6981820071016562
banglat5,syllables,9,A,False,0.18142893055057324,0.0775747956125084
banglat5,syllables,9,M,False,0.3235874851144258,0.02449048276573188
