word,tokenizer,tokens,n_tokens,n_boundaries,gtad,gtad_byte,gtad_matra,gtad_conjunct,stad,rho,m_aksharas,n_phonemes,aligner_ok,quarantined
আমাদের,gpt2,\xe0\xa6|\x86|\xe0\xa6|\xae|\xe0\xa6|\xbe|\xe0\xa6|\xa6|\xe0|\xa7|\x87|\xe0\xa6|\xb0,13,12,0.75,7,2,0,0.333333,0.0,4,6,True,False
আমাদের,byt5,\xe0|\xa6|\x86|\xe0|\xa6|\xae|\xe0|\xa6|\xbe|\xe0|\xa6|\xa6|\xe0|\xa7|\x87|\xe0|\xa6|\xb0,18,17,0.823529,12,2,0,0.333333,0.0,4,6,True,False
আমাদের,tigerllm,আমাদের,1,0,0.0,0,0,0,0.666667,0.0,4,6,True,False
আমাদের,banglat5,আমাদের,1,0,0.0,0,0,0,0.666667,0.0,4,6,True,False
কোন,llama3,\xe0\xa6|\x95|\xe0\xa7|\x8b|ন,5,4,0.75,2,1,0,1.0,0.0,2,3,True,False
কোন,gpt2,\xe0\xa6|\x95|\xe0|\xa7|\x8b|\xe0\xa6|\xa8,7,6,0.833333,4,1,0,1.0,0.0,2,3,True,False
কোন,byt5,\xe0|\xa6|\x95|\xe0|\xa7|\x8b|\xe0|\xa6|\xa8,9,8,0.875,6,1,0,1.0,0.0,2,3,True,False
কোন,tigerllm,কোন,1,0,0.0,0,0,0,0.0,0.0,2,3,True,False
কোন,banglat5,কোন,1,0,0.0,0,0,0,0.0,0.0,2,3,True,False
ছিল,llama3,\xe0\xa6|\x9b|ি\xe0\xa6|\xb2,4,3,1.0,2,1,0,1.0,0.0,2,4,True,False
ছিল,gpt2,\xe0\xa6|\x9b|\xe0\xa6|\xbf|\xe0\xa6|\xb2,6,5,0.8,3,1,0,0.0,0.0,2,4,True,False
ছিল,byt5,\xe0|\xa6|\x9b|\xe0|\xa6|\xbf|\xe0|\xa6|\xb2,9,8,0.875,6,1,0,0.0,0.0,2,4,True,False
ছিল,tigerllm,ছিল,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
ছিল,banglat5,ছিল,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
আমরা,llama3,\xe0\xa6|\x86|\xe0\xa6|\xae|র|া,6,5,0.6,2,1,0,0.5,0.0,3,4,True,False
আমরা,gpt2,\xe0\xa6|\x86|\xe0\xa6|\xae|\xe0\xa6|\xb0|\xe0\xa6|\xbe,8,7,0.714286,4,1,0,0.5,0.0,3,4,True,False
আমরা,byt5,\xe0|\xa6|\x86|\xe0|\xa6|\xae|\xe0|\xa6|\xb0|\xe0|\xa6|\xbe,12,11,0.818182,8,1,0,0.5,0.0,3,4,True,False
আমরা,tigerllm,আমরা,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
আমরা,banglat5,আমরা,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
কিন্তু,llama3,\xe0\xa6|\x95|ি\xe0\xa6|\xa8|্\xe0\xa6|\xa4|\xe0\xa7|\x81,8,7,1.0,4,2,1,0.0,1.0,2,5,True,False
কিন্তু,gpt2,\xe0\xa6|\x95|\xe0\xa6|\xbf|\xe0\xa6|\xa8|\xe0|\xa7|\x8d|\xe0\xa6|\xa4|\xe0|\xa7|\x81,14,13,0.923077,8,2,2,1.0,1.0,2,5,True,False
কিন্তু,byt5,\xe0|\xa6|\x95|\xe0|\xa6|\xbf|\xe0|\xa6|\xa8|\xe0|\xa7|\x8d|\xe0|\xa6|\xa4|\xe0|\xa7|\x81,18,17,0.941176,12,2,2,1.0,1.0,2,5,True,False
কিন্তু,tigerllm,কিন্তু,1,0,0.0,0,0,0,0.0,1.0,2,5,True,False
কিন্তু,banglat5,কিন্তু,1,0,0.0,0,0,0,0.0,1.0,2,5,True,False
তাদের,llama3,\xe0\xa6|\xa4|া\xe0\xa6|\xa6|ে|র,6,5,0.8,2,2,0,1.0,0.0,3,5,True,False
তাদের,gpt2,\xe0\xa6|\xa4|\xe0\xa6|\xbe|\xe0\xa6|\xa6|\xe0|\xa7|\x87|\xe0\xa6|\xb0,11,10,0.8,6,2,0,0.5,0.0,3,5,True,False
তাদের,byt5,\xe0|\xa6|\xa4|\xe0|\xa6|\xbe|\xe0|\xa6|\xa6|\xe0|\xa7|\x87|\xe0|\xa6|\xb0,15,14,0.857143,10,2,0,0.5,0.0,3,5,True,False
তাদের,tigerllm,তাদের,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
তাদের,banglat5,তাদের,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
মধ্যে,llama3,\xe0\xa6|\xae|\xe0\xa6|\xa7|্\xe0\xa6|\xaf|ে,7,6,0.833333,3,1,1,1.0,1.0,2,5,True,False
মধ্যে,gpt2,\xe0\xa6|\xae|\xe0\xa6|\xa7|\xe0|\xa7|\x8d|\xe0\xa6|\xaf|\xe0|\xa7|\x87,12,11,0.909091,7,1,2,1.0,1.0,2,5,True,False
মধ্যে,byt5,\xe0|\xa6|\xae|\xe0|\xa6|\xa7|\xe0|\xa7|\x8d|\xe0|\xa6|\xaf|\xe0|\xa7|\x87,15,14,0.928571,10,1,2,1.0,1.0,2,5,True,False
মধ্যে,tigerllm,মধ্যে,1,0,0.0,0,0,0,0.0,1.0,2,5,True,False
মধ্যে,banglat5,মধ্যে,1,0,0.0,0,0,0,0.0,1.0,2,5,True,False
কথা,llama3,\xe0\xa6|\x95|\xe0\xa6|\xa5|া,5,4,0.75,2,1,0,0.0,0.0,2,4,True,False
কথা,gpt2,\xe0\xa6|\x95|\xe0\xa6|\xa5|\xe0\xa6|\xbe,6,5,0.8,3,1,0,0.0,0.0,2,4,True,False
কথা,byt5,\xe0|\xa6|\x95|\xe0|\xa6|\xa5|\xe0|\xa6|\xbe,9,8,0.875,6,1,0,0.0,0.0,2,4,True,False
কথা,tigerllm,কথা,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
কথা,banglat5,কথা,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
তারা,llama3,\xe0\xa6|\xa4|া\xe0\xa6|\xb0|া,5,4,1.0,2,2,0,1.0,0.0,2,4,True,False
তারা,gpt2,\xe0\xa6|\xa4|\xe0\xa6|\xbe|\xe0\xa6|\xb0|\xe0\xa6|\xbe,8,7,0.857143,4,2,0,0.0,0.0,2,4,True,False
তারা,byt5,\xe0|\xa6|\xa4|\xe0|\xa6|\xbe|\xe0|\xa6|\xb0|\xe0|\xa6|\xbe,12,11,0.909091,8,2,0,0.0,0.0,2,4,True,False
তারা,tigerllm,তারা,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
তারা,banglat5,তারা,1,0,0.0,0,0,0,1.0,0.0,2,4,True,False
যায়,llama3,\xe0\xa6|\xaf|া\xe0\xa6|\xaf|\xe0\xa6|\xbc,6,5,0.8,3,1,0,0.5,0.0,3,2,True,False
যায়,gpt2,\xe0\xa6|\xaf|\xe0\xa6|\xbe|\xe0\xa6|\xaf|\xe0\xa6|\xbc,8,7,0.714286,4,1,0,1.0,0.0,3,2,True,False
যায়,byt5,\xe0|\xa6|\xaf|\xe0|\xa6|\xbe|\xe0|\xa6|\xaf|\xe0|\xa6|\xbc,12,11,0.818182,8,1,0,1.0,0.0,3,2,True,False
যায়,tigerllm,যায়,1,0,0.0,0,0,0,0.0,0.0,3,2,True,False
যায়,banglat5,যায়,1,0,0.0,0,0,0,0.0,0.0,3,2,True,False
অনেক,llama3,\xe0\xa6|\x85|ন|ে|\xe0\xa6|\x95,6,5,0.6,2,1,0,0.5,0.0,3,4,True,False
অনেক,gpt2,\xe0\xa6|\x85|\xe0\xa6|\xa8|\xe0|\xa7|\x87|\xe0\xa6|\x95,9,8,0.75,5,1,0,0.5,0.0,3,4,True,False
অনেক,byt5,\xe0|\xa6|\x85|\xe0|\xa6|\xa8|\xe0|\xa7|\x87|\xe0|\xa6|\x95,12,11,0.818182,8,1,0,0.5,0.0,3,4,True,False
অনেক,tigerllm,অনেক,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
অনেক,banglat5,অনেক,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
যা,llama3,\xe0\xa6|\xaf|া,3,2,1.0,1,1,0,,0.0,1,2,True,False
যা,gpt2,\xe0\xa6|\xaf|\xe0\xa6|\xbe,4,3,1.0,2,1,0,,0.0,1,2,True,False
যা,byt5,\xe0|\xa6|\xaf|\xe0|\xa6|\xbe,6,5,1.0,4,1,0,,0.0,1,2,True,False
যা,tigerllm,যা,1,0,0.0,0,0,0,,0.0,1,2,True,False
যা,banglat5,যা,1,0,0.0,0,0,0,,0.0,1,2,True,False
সময়,llama3,\xe0\xa6|\xb8|\xe0\xa6|\xae|\xe0\xa6|\xaf|\xe0\xa6|\xbc,8,7,0.571429,4,0,0,0.666667,0.0,4,4,True,False
সময়,gpt2,\xe0\xa6|\xb8|\xe0\xa6|\xae|\xe0\xa6|\xaf|\xe0\xa6|\xbc,8,7,0.571429,4,0,0,0.666667,0.0,4,4,True,False
সময়,byt5,\xe0|\xa6|\xb8|\xe0|\xa6|\xae|\xe0|\xa6|\xaf|\xe0|\xa6|\xbc,12,11,0.727273,8,0,0,0.666667,0.0,4,4,True,False
সময়,tigerllm,সময়,1,0,0.0,0,0,0,0.333333,0.0,4,4,True,False
সময়,banglat5,সময়,1,0,0.0,0,0,0,0.333333,0.0,4,4,True,False
সে,llama3,\xe0\xa6|\xb8|ে,3,2,1.0,1,1,0,,0.0,1,2,True,False
সে,gpt2,\xe0\xa6|\xb8|\xe0|\xa7|\x87,5,4,1.0,3,1,0,,0.0,1,2,True,False
সে,byt5,\xe0|\xa6|\xb8|\xe0|\xa7|\x87,6,5,1.0,4,1,0,,0.0,1,2,True,False
সে,tigerllm,সে,1,0,0.0,0,0,0,,0.0,1,2,True,False
সে,banglat5,সে,1,0,0.0,0,0,0,,0.0,1,2,True,False
হচ্ছে,llama3,\xe0\xa6|\xb9|\xe0\xa6|\x9a|্\xe0\xa6|\x9b|ে,7,6,0.833333,3,1,1,1.0,1.0,2,5,True,False
হচ্ছে,gpt2,\xe0\xa6|\xb9|\xe0\xa6|\x9a|\xe0|\xa7|\x8d|\xe0\xa6|\x9b|\xe0|\xa7|\x87,12,11,0.909091,7,1,2,1.0,1.0,2,5,True,False
হচ্ছে,byt5,\xe0|\xa6|\xb9|\xe0|\xa6|\x9a|\xe0|\xa7|\x8d|\xe0|\xa6|\x9b|\xe0|\xa7|\x87,15,14,0.928571,10,1,2,1.0,1.0,2,5,True,False
হচ্ছে,tigerllm,হ|চ্ছে,2,1,0.0,0,0,0,1.0,1.0,2,5,True,False
হচ্ছে,banglat5,হচ্ছে,1,0,0.0,0,0,0,0.0,1.0,2,5,True,False
একটা,llama3,\xe0\xa6|\x8f|\xe0\xa6|\x95|\xe0\xa6|\x9f|া,7,6,0.666667,3,1,0,0.5,0.0,3,4,True,False
একটা,gpt2,\xe0\xa6|\x8f|\xe0\xa6|\x95|\xe0\xa6|\x9f|\xe0\xa6|\xbe,8,7,0.714286,4,1,0,0.5,0.0,3,4,True,False
একটা,byt5,\xe0|\xa6|\x8f|\xe0|\xa6|\x95|\xe0|\xa6|\x9f|\xe0|\xa6|\xbe,12,11,0.818182,8,1,0,0.5,0.0,3,4,True,False
একটা,tigerllm,একটা,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
একটা,banglat5,একটা,1,0,0.0,0,0,0,0.5,0.0,3,4,True,False
করেন,llama3,\xe0\xa6|\x95|র|ে|ন,5,4,0.5,1,1,0,0.5,0.0,3,5,True,False
করেন,gpt2,\xe0\xa6|\x95|\xe0\xa6|\xb0|\xe0|\xa7|\x87|\xe0\xa6|\xa8,9,8,0.75,5,1,0,0.5,0.0,3,5,True,False
করেন,byt5,\xe0|\xa6|\x95|\xe0|\xa6|\xb0|\xe0|\xa7|\x87|\xe0|\xa6|\xa8,12,11,0.818182,8,1,0,0.5,0.0,3,5,True,False
করেন,tigerllm,করেন,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
করেন,banglat5,করেন,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
করার,llama3,\xe0\xa6|\x95|র|া\xe0\xa6|\xb0,5,4,0.75,2,1,0,0.0,0.0,3,5,True,False
করার,gpt2,\xe0\xa6|\x95|\xe0\xa6|\xb0|\xe0\xa6|\xbe|\xe0\xa6|\xb0,8,7,0.714286,4,1,0,0.5,0.0,3,5,True,False
করার,byt5,\xe0|\xa6|\x95|\xe0|\xa6|\xb0|\xe0|\xa6|\xbe|\xe0|\xa6|\xb0,12,11,0.818182,8,1,0,0.5,0.0,3,5,True,False
করার,tigerllm,কর|ার,2,1,1.0,0,1,0,0.5,0.0,3,5,True,False
করার,banglat5,করার,1,0,0.0,0,0,0,0.5,0.0,3,5,True,False
বা,llama3,\xe0\xa6|\xac|া,3,2,1.0,1,1,0,,0.0,1,2,True,False
বা,gpt2,\xe0\xa6|\xac|\xe0\xa6|\xbe,4,3,1.0,2,1,0,,0.0,1,2,True,False
বা,byt5,\xe0|\xa6|\xac|\xe0|\xa6|\xbe,6,5,1.0,4,1,0,,0.0,1,2,True,False
বা,tigerllm,বা,1,0,0.0,0,0,0,,0.0,1,2,True,False
বা,banglat5,বা,1,0,0.0,0,0,0,,0.0,1,2,True,False
আছে,llama3,\xe0\xa6|\x86|\xe0\xa6|\x9b|ে,5,4,0.75,2,1,0,0.0,0.0,2,3,True,False
