llm,task,layer,control_label,comparison,p_value
banglat5,g2p,6,False,M>A,0.005183921535843062
banglat5,g2p,6,False,M>CB,0.017400365587002215
banglat5,g2p,6,False,CB>A,0.11850282387663191
banglat5,g2p,6,False,CB>M,0.9825996344129978
banglat5,g2p,7,False,A>M,0.9949157066500409
banglat5,g2p,7,False,A>CB,0.8568555139091564
banglat5,g2p,7,False,M>A,0.005084293349959134
banglat5,g2p,7,False,M>CB,0.043045023690293
banglat5,g2p,7,False,CB>A,0.14314448609084365
banglat5,g2p,7,False,CB>M,0.956954976309707
banglat5,g2p,8,False,A>M,0.9944887141004403
banglat5,g2p,8,False,A>CB,0.9516681165672249
banglat5,g2p,8,False,M>A,0.005511285899559719
banglat5,g2p,8,False,M>CB,0.0594113517977307
banglat5,g2p,8,False,CB>A,0.048331883432775044
banglat5,g2p,8,False,CB>M,0.9405886482022693
banglat5,g2p,9,False,A>M,0.9940619539475553
banglat5,g2p,9,False,A>CB,0.8914246511944883
banglat5,g2p,9,False,M>A,0.005938046052444736
banglat5,g2p,9,False,M>CB,0.03231435487834198
banglat5,g2p,9,False,CB>A,0.10857534880551165
banglat5,g2p,9,False,CB>M,0.967685645121658
banglat5,g2p,10,False,A>M,0.9961010755984328
banglat5,g2p,10,False,A>CB,0.8700125710009414
banglat5,g2p,10,False,M>A,0.0038989244015672315
banglat5,g2p,10,False,M>CB,0.03169815266511438
banglat5,g2p,10,False,CB>A,0.1299874289990586
banglat5,g2p,10,False,CB>M,0.9683018473348857
banglat5,g2p,11,False,A>M,0.9926804933683125
banglat5,g2p,11,False,A>CB,0.8234716519124234
banglat5,g2p,11,False,M>A,0.007319506631687438
banglat5,g2p,11,False,M>CB,0.04070248503608178
banglat5,g2p,11,False,CB>A,0.17652834808757656
banglat5,g2p,11,False,CB>M,0.9592975149639182
banglat5,g2p,12,False,A>M,0.003606416092825085
banglat5,g2p,12,False,A>CB,1.9040823962263414e-06
banglat5,g2p,12,False,M>A,0.9963935839071749
banglat5,g2p,12,False,M>CB,1.0427957818444628e-05
banglat5,g2p,12,False,CB>A,0.9999980959176038
banglat5,g2p,12,False,CB>M,0.9999895720421815
banglat5,g2p,0,True,A>M,0.9997338143626401
banglat5,g2p,0,True,A>CB,0.0014583515918584146
banglat5,g2p,0,True,M>A,0.00026618563735990726
banglat5,g2p,0,True,M>CB,2.5797256434830514e-05
banglat5,g2p,0,True,CB>A,0.9985416484081416
banglat5,g2p,0,True,CB>M,0.9999742027435652
banglat5,g2p,1,True,A>M,0.9999999987145243
banglat5,g2p,1,True,A>CB,0.9999697226897261
banglat5,g2p,1,True,M>A,1.2854757149806568e-09
banglat5,g2p,1,True,M>CB,2.9868799240017748e-05
banglat5,g2p,1,True,CB>A,3.0277310273959806e-05
banglat5,g2p,1,True,CB>M,0.99997013120076
banglat5,g2p,2,True,A>M,0.9999999998258354
banglat5,g2p,2,True,A>CB,0.9997701357610014
banglat5,g2p,2,True,M>A,1.7416459055832654e-10
banglat5,g2p,2,True,M>CB,2.7765131725962084e-05
banglat5,g2p,2,True,CB>A,0.0002298642389986693
banglat5,g2p,2,True,CB>M,0.999972234868274
banglat5,g2p,3,True,A>M,0.99999999918129
banglat5,g2p,3,True,A>CB,0.9999840905181525
banglat5,g2p,3,True,M>A,8.187099409955056e-10
banglat5,g2p,3,True,M>CB,4.325091223012427e-06
banglat5,g2p,3,True,CB>A,1.590948184743237e-05
banglat5,g2p,3,True,CB>M,0.9999956749087769
banglat5,g2p,4,True,A>M,0.9999999572467085
banglat5,g2p,4,True,A>CB,0.9991671087203644
banglat5,g2p,4,True,M>A,4.275329143244687e-08
banglat5,g2p,4,True,M>CB,3.2373571238844696e-05
banglat5,g2p,4,True,CB>A,0.000832891279635626
banglat5,g2p,4,True,CB>M,0.9999676264287611
banglat5,g2p,5,True,A>M,0.9999999796318916
banglat5,g2p,5,True,A>CB,0.7266840156660483
banglat5,g2p,5,True,M>A,2.0368108410915464e-08
banglat5,g2p,5,True,M>CB,0.01194135213642471
banglat5,g2p,5,True,CB>A,0.2733159843339516
banglat5,g2p,5,True,CB>M,0.9880586478635753
banglat5,g2p,6,True,A>M,0.9999999880013045
banglat5,g2p,6,True,A>CB,0.7295229761677212
banglat5,g2p,6,True,M>A,1.199869547448611e-08
banglat5,g2p,6,True,M>CB,0.015138912822754964
banglat5,g2p,6,True,CB>A,0.2704770238322788
banglat5,g2p,6,True,CB>M,0.9848610871772451
banglat5,g2p,7,True,A>M,0.9999999989275843
banglat5,g2p,7,True,A>CB,0.9769295351192138
banglat5,g2p,7,True,M>A,1.0724157086050724e-09
banglat5,g2p,7,True,M>CB,0.003506610806413223
banglat5,g2p,7,True,CB>A,0.023070464880786283
banglat5,g2p,7,True,CB>M,0.9964933891935868
banglat5,g2p,8,True,A>M,0.9999999966019497
banglat5,g2p,8,True,A>CB,0.9665038316871795
banglat5,g2p,8,True,M>A,3.398050321466356e-09
banglat5,g2p,8,True,M>CB,0.0031888536817563182
banglat5,g2p,8,True,CB>A,0.033496168312820485
banglat5,g2p,8,True,CB>M,0.9968111463182436
banglat5,g2p,9,True,A>M,0.9999999942014516
banglat5,g2p,9,True,A>CB,0.9356732771040088
banglat5,g2p,9,True,M>A,5.798548456691639e-09
banglat5,g2p,9,True,M>CB,0.005144082238426258
banglat5,g2p,9,True,CB>A,0.06432672289599121
banglat5,g2p,9,True,CB>M,0.9948559177615738
banglat5,g2p,10,True,A>M,0.999999992555575
banglat5,g2p,10,True,A>CB,0.9934093545777484
banglat5,g2p,10,True,M>A,7.444424911420702e-09
banglat5,g2p,10,True,M>CB,0.002244010393846532
banglat5,g2p,10,True,CB>A,0.006590645422251611
banglat5,g2p,10,True,CB>M,0.9977559896061534
banglat5,g2p,11,True,A>M,0.9999999838021181
banglat5,g2p,11,True,A>CB,0.9976539346605767
banglat5,g2p,11,True,M>A,1.6197881869708716e-08
banglat5,g2p,11,True,M>CB,0.000618749744310729
banglat5,g2p,11,True,CB>A,0.002346065339423233
banglat5,g2p,11,True,CB>M,0.9993812502556892
banglat5,g2p,12,True,A>M,0.999626486012743
banglat5,g2p,12,True,A>CB,0.0011864654784925655
banglat5,g2p,12,True,M>A,0.00037351398725707694
banglat5,g2p,12,True,M>CB,2.8229732537085634e-05
banglat5,g2p,12,True,CB>A,0.9988135345215075
banglat5,g2p,12,True,CB>M,0.9999717702674629
tigerllm,g2p,0,False,A>M,0.11330080685144182
tigerllm,g2p,0,False,A>CB,0.9721487432399782
tigerllm,g2p,0,False,M>A,0.8866991931485582
tigerllm,g2p,0,False,M>CB,0.9938987612279029
tigerllm,g2p,0,False,CB>A,0.02785125676002177
tigerllm,g2p,0,False,CB>M,0.006101238772097135
tigerllm,g2p,1,False,A>M,0.10776752878618684
tigerllm,g2p,1,False,A>CB,0.9999847546499571
tigerllm,g2p,1,False,M>A,0.8922324712138132
tigerllm,g2p,1,False,M>CB,0.9998244685433337
tigerllm,g2p,1,False,CB>A,1.5245350042975876e-05
tigerllm,g2p,1,False,CB>M,0.00017553145666621725
tigerllm,g2p,2,False,A>M,0.06979731519195422
tigerllm,g2p,2,False,A>CB,0.9999751178991877
tigerllm,g2p,2,False,M>A,0.9302026848080458
tigerllm,g2p,2,False,M>CB,0.999777408694966
tigerllm,g2p,2,False,CB>A,2.4882100812335564e-05
tigerllm,g2p,2,False,CB>M,0.00022259130503399764
tigerllm,g2p,3,False,A>M,0.027392848053017525
tigerllm,g2p,3,False,A>CB,0.9988796761717658
tigerllm,g2p,3,False,M>A,0.9726071519469824
tigerllm,g2p,3,False,M>CB,0.999422694665833
tigerllm,g2p,3,False,CB>A,0.0011203238282342675
tigerllm,g2p,3,False,CB>M,0.0005773053341670469
tigerllm,g2p,4,False,A>M,0.019070644780220723
tigerllm,g2p,4,False,A>CB,0.9843868807148695
tigerllm,g2p,4,False,M>A,0.9809293552197793
tigerllm,g2p,4,False,M>CB,0.9986297145094792
tigerllm,g2p,4,False,CB>A,0.015613119285130499
tigerllm,g2p,4,False,CB>M,0.0013702854905207676
tigerllm,g2p,5,False,A>M,0.011390588765120158
tigerllm,g2p,5,False,A>CB,0.772379102887454
tigerllm,g2p,5,False,M>A,0.9886094112348799
tigerllm,g2p,5,False,M>CB,0.9973855438057458
tigerllm,g2p,5,False,CB>A,0.2276208971125459
tigerllm,g2p,5,False,CB>M,0.0026144561942541282
tigerllm,g2p,6,False,A>M,0.01663605425297921
tigerllm,g2p,6,False,A>CB,0.6932632879035718
tigerllm,g2p,6,False,M>A,0.9833639457470208
tigerllm,g2p,6,False,M>CB,0.9947192099359135
tigerllm,g2p,6,False,CB>A,0.3067367120964282
tigerllm,g2p,6,False,CB>M,0.0052807900640865725
tigerllm,g2p,7,False,A>M,0.014139463623659873
tigerllm,g2p,7,False,A>CB,0.19542558997176213
tigerllm,g2p,7,False,M>A,0.9858605363763401
tigerllm,g2p,7,False,M>CB,0.9814593894942371
tigerllm,g2p,7,False,CB>A,0.8045744100282379
tigerllm,g2p,7,False,CB>M,0.018540610505762976
tigerllm,g2p,8,False,A>M,0.006349044916656985
tigerllm,g2p,8,False,A>CB,0.021425392015477523
tigerllm,g2p,8,False,M>A,0.993650955083343
tigerllm,g2p,8,False,M>CB,0.9733314895563724
tigerllm,g2p,8,False,CB>A,0.9785746079845224
tigerllm,g2p,8,False,CB>M,0.02666851044362761
tigerllm,g2p,9,False,A>M,0.005528981816670103
tigerllm,g2p,9,False,A>CB,0.010106226717224201
tigerllm,g2p,9,False,M>A,0.99447101818333
tigerllm,g2p,9,False,M>CB,0.9715138817419067
tigerllm,g2p,9,False,CB>A,0.9898937732827758
tigerllm,g2p,9,False,CB>M,0.028486118258093378
tigerllm,g2p,10,False,A>M,0.005908694083543134
tigerllm,g2p,10,False,A>CB,0.0037290227130097908
tigerllm,g2p,10,False,M>A,0.9940913059164569
tigerllm,g2p,10,False,M>CB,0.931686666283735
tigerllm,g2p,10,False,CB>A,0.9962709772869902
tigerllm,g2p,10,False,CB>M,0.06831333371626507
tigerllm,g2p,11,False,A>M,0.007373797435203176
tigerllm,g2p,11,False,A>CB,0.002937145956216416
tigerllm,g2p,11,False,M>A,0.9926262025647968
tigerllm,g2p,11,False,M>CB,0.8804297018496989
tigerllm,g2p,11,False,CB>A,0.9970628540437836
tigerllm,g2p,11,False,CB>M,0.11957029815030104
tigerllm,g2p,12,False,A>M,0.008429533480152934
tigerllm,g2p,12,False,A>CB,0.0032414795900810108
tigerllm,g2p,12,False,M>A,0.991570466519847
tigerllm,g2p,12,False,M>CB,0.8733086457749519
tigerllm,g2p,12,False,CB>A,0.996758520409919
tigerllm,g2p,12,False,CB>M,0.12669135422504813
tigerllm,g2p,13,False,A>M,0.008817916987575017
tigerllm,g2p,13,False,A>CB,0.003243918079103378
tigerllm,g2p,13,False,M>A,0.9911820830124249
tigerllm,g2p,13,False,M>CB,0.8673432833560781
tigerllm,g2p,13,False,CB>A,0.9967560819208966
tigerllm,g2p,13,False,CB>M,0.13265671664392187
tigerllm,g2p,14,False,A>M,0.011988864893854957
tigerllm,g2p,14,False,A>CB,0.0016920455939530056
tigerllm,g2p,14,False,M>A,0.988011135106145
tigerllm,g2p,14,False,M>CB,0.7537289332806584
tigerllm,g2p,14,False,CB>A,0.998307954406047
tigerllm,g2p,14,False,CB>M,0.2462710667193416
tigerllm,g2p,15,False,A>M,0.012251272991219881
tigerllm,g2p,15,False,A>CB,0.0007959099764683344
tigerllm,g2p,15,False,M>A,0.9877487270087801
tigerllm,g2p,15,False,M>CB,0.6068667946636865
tigerllm,g2p,15,False,CB>A,0.9992040900235316
tigerllm,g2p,15,False,CB>M,0.3931332053363134
tigerllm,g2p,16,False,A>M,0.01708292350796408
tigerllm,g2p,16,False,A>CB,0.00034807026504398293
tigerllm,g2p,16,False,M>A,0.982917076492036
tigerllm,g2p,16,False,M>CB,0.31551510028053414
tigerllm,g2p,16,False,CB>A,0.999651929734956
tigerllm,g2p,16,False,CB>M,0.6844848997194659
tigerllm,g2p,17,False,A>M,0.01871937256103069
tigerllm,g2p,17,False,A>CB,0.00021912361632363205
tigerllm,g2p,17,False,M>A,0.9812806274389693
tigerllm,g2p,17,False,M>CB,0.1746409135904827
tigerllm,g2p,17,False,CB>A,0.9997808763836764
tigerllm,g2p,17,False,CB>M,0.8253590864095173
tigerllm,g2p,18,False,A>M,0.018631429175857722
tigerllm,g2p,18,False,A>CB,0.00017167650472124763
tigerllm,g2p,18,False,M>A,0.9813685708241423
tigerllm,g2p,18,False,M>CB,0.1268524502753521
tigerllm,g2p,18,False,CB>A,0.9998283234952787
tigerllm,g2p,18,False,CB>M,0.8731475497246479
tigerllm,g2p,19,False,A>M,0.01862866862554954
tigerllm,g2p,19,False,A>CB,0.00013188623761927533
tigerllm,g2p,19,False,M>A,0.9813713313744504
tigerllm,g2p,19,False,M>CB,0.0739234550301096
tigerllm,g2p,19,False,CB>A,0.9998681137623807
tigerllm,g2p,19,False,CB>M,0.9260765449698904
tigerllm,g2p,20,False,A>M,0.016489588898830194
tigerllm,g2p,20,False,A>CB,0.00011315759628065289
tigerllm,g2p,20,False,M>A,0.9835104111011698
tigerllm,g2p,20,False,M>CB,0.05541726177638515
tigerllm,g2p,20,False,CB>A,0.9998868424037194
tigerllm,g2p,20,False,CB>M,0.9445827382236148
tigerllm,g2p,21,False,A>M,0.013189049698500193
tigerllm,g2p,21,False,A>CB,8.240694941850185e-05
tigerllm,g2p,21,False,M>A,0.9868109503014998
tigerllm,g2p,21,False,M>CB,0.07522779607099135
tigerllm,g2p,21,False,CB>A,0.9999175930505815
tigerllm,g2p,21,False,CB>M,0.9247722039290086
tigerllm,g2p,22,False,A>M,0.02333696037940836
tigerllm,g2p,22,False,A>CB,8.648511927631552e-05
tigerllm,g2p,22,False,M>A,0.9766630396205916
tigerllm,g2p,22,False,M>CB,0.09101756255765306
tigerllm,g2p,22,False,CB>A,0.9999135148807237
tigerllm,g2p,22,False,CB>M,0.908982437442347
tigerllm,g2p,23,False,A>M,0.024644995389438224
tigerllm,g2p,23,False,A>CB,0.000205488805565182
tigerllm,g2p,23,False,M>A,0.9753550046105618
tigerllm,g2p,23,False,M>CB,0.10137322073929798
tigerllm,g2p,23,False,CB>A,0.9997945111944349
tigerllm,g2p,23,False,CB>M,0.898626779260702
tigerllm,g2p,24,False,A>M,0.014586891177535276
tigerllm,g2p,24,False,A>CB,0.00018584306346083982
tigerllm,g2p,24,False,M>A,0.9854131088224647
tigerllm,g2p,24,False,M>CB,0.13624653563001207
tigerllm,g2p,24,False,CB>A,0.9998141569365392
tigerllm,g2p,24,False,CB>M,0.8637534643699879
tigerllm,g2p,25,False,A>M,0.023870856163667655
tigerllm,g2p,25,False,A>CB,0.00021760353946516573
tigerllm,g2p,25,False,M>A,0.9761291438363323
tigerllm,g2p,25,False,M>CB,0.1175528174108855
tigerllm,g2p,25,False,CB>A,0.9997823964605348
tigerllm,g2p,25,False,CB>M,0.8824471825891145
tigerllm,g2p,26,False,A>M,0.018807562748681575
tigerllm,g2p,26,False,A>CB,0.0002736025530325138
tigerllm,g2p,26,False,M>A,0.9811924372513184
tigerllm,g2p,26,False,M>CB,0.07974189251096567
tigerllm,g2p,26,False,CB>A,0.9997263974469675
tigerllm,g2p,26,False,CB>M,0.9202581074890344
tigerllm,g2p,27,False,A>M,0.026657862074655182
tigerllm,g2p,27,False,A>CB,0.0007771570458261657
tigerllm,g2p,27,False,M>A,0.9733421379253449
tigerllm,g2p,27,False,M>CB,0.06307259253362016
tigerllm,g2p,27,False,CB>A,0.9992228429541739
tigerllm,g2p,27,False,CB>M,0.9369274074663798
tigerllm,g2p,28,False,A>M,0.032751818602091386
tigerllm,g2p,28,False,A>CB,0.0008672229705813613
tigerllm,g2p,28,False,M>A,0.9672481813979086
tigerllm,g2p,28,False,M>CB,0.032686471283572875
tigerllm,g2p,28,False,CB>A,0.9991327770294186
tigerllm,g2p,28,False,CB>M,0.9673135287164272
tigerllm,g2p,29,False,A>M,0.05347582215104085
tigerllm,g2p,29,False,A>CB,0.0014997941323229638
tigerllm,g2p,29,False,M>A,0.9465241778489591
tigerllm,g2p,29,False,M>CB,0.06126457328357882
tigerllm,g2p,29,False,CB>A,0.9985002058676771
tigerllm,g2p,29,False,CB>M,0.9387354267164212
tigerllm,g2p,30,False,A>M,0.06484402192389002
tigerllm,g2p,30,False,A>CB,0.003543609502812087
tigerllm,g2p,30,False,M>A,0.93515597807611
tigerllm,g2p,30,False,M>CB,0.08962969135442658
tigerllm,g2p,30,False,CB>A,0.9964563904971879
tigerllm,g2p,30,False,CB>M,0.9103703086455734
tigerllm,g2p,31,False,A>M,0.10138149318563808
tigerllm,g2p,31,False,A>CB,0.011551131401404425
tigerllm,g2p,31,False,M>A,0.898618506814362
tigerllm,g2p,31,False,M>CB,0.132248525441321
tigerllm,g2p,31,False,CB>A,0.9884488685985956
tigerllm,g2p,31,False,CB>M,0.867751474558679
tigerllm,g2p,32,False,A>M,0.1970847495251354
tigerllm,g2p,32,False,A>CB,0.039840309788352915
tigerllm,g2p,32,False,M>A,0.8029152504748646
tigerllm,g2p,32,False,M>CB,0.16777871928382412
tigerllm,g2p,32,False,CB>A,0.960159690211647
tigerllm,g2p,32,False,CB>M,0.8322212807161758
tigerllm,g2p,33,False,A>M,0.25321083940851125
tigerllm,g2p,33,False,A>CB,0.13862941286960836
tigerllm,g2p,33,False,M>A,0.7467891605914887
tigerllm,g2p,33,False,M>CB,0.370811306373029
tigerllm,g2p,33,False,CB>A,0.8613705871303916
tigerllm,g2p,33,False,CB>M,0.629188693626971
tigerllm,g2p,34,False,A>M,0.39829424803319735
tigerllm,g2p,34,False,A>CB,0.4188516007063786
tigerllm,g2p,34,False,M>A,0.6017057519668026
tigerllm,g2p,34,False,M>CB,0.5584078549892064
tigerllm,g2p,34,False,CB>A,0.5811483992936214
tigerllm,g2p,34,False,CB>M,0.4415921450107936
tigerllm,g2p,35,False,A>M,0.605960253498858
tigerllm,g2p,35,False,A>CB,0.8075980550172932
tigerllm,g2p,35,False,M>A,0.394039746501142
tigerllm,g2p,35,False,M>CB,0.7620727906852451
tigerllm,g2p,35,False,CB>A,0.19240194498270685
tigerllm,g2p,35,False,CB>M,0.2379272093147548
tigerllm,g2p,36,False,A>M,0.6996296973658418
tigerllm,g2p,36,False,A>CB,0.8785325655782605
tigerllm,g2p,36,False,M>A,0.3003703026341582
tigerllm,g2p,36,False,M>CB,0.7760824025051816
tigerllm,g2p,36,False,CB>A,0.12146743442173949
tigerllm,g2p,36,False,CB>M,0.2239175974948184
tigerllm,g2p,37,False,A>M,0.7209794665971319
tigerllm,g2p,37,False,A>CB,0.924236704592547
tigerllm,g2p,37,False,M>A,0.2790205334028681
tigerllm,g2p,37,False,M>CB,0.8617458799158325
tigerllm,g2p,37,False,CB>A,0.07576329540745298
tigerllm,g2p,37,False,CB>M,0.13825412008416746
tigerllm,g2p,38,False,A>M,0.7453192173321008
tigerllm,g2p,38,False,A>CB,0.9609031903354315
tigerllm,g2p,38,False,M>A,0.2546807826678991
tigerllm,g2p,38,False,M>CB,0.923750559980986
tigerllm,g2p,38,False,CB>A,0.039096809664568466
tigerllm,g2p,38,False,CB>M,0.07624944001901406
tigerllm,g2p,39,False,A>M,0.8353913793236889
tigerllm,g2p,39,False,A>CB,0.9937365215340999
tigerllm,g2p,39,False,M>A,0.16460862067631116
tigerllm,g2p,39,False,M>CB,0.9743874145575769
tigerllm,g2p,39,False,CB>A,0.006263478465900188
tigerllm,g2p,39,False,CB>M,0.025612585442423026
tigerllm,g2p,40,False,A>M,0.8680506528491345
tigerllm,g2p,40,False,A>CB,0.9982104447762356
tigerllm,g2p,40,False,M>A,0.13194934715086543
tigerllm,g2p,40,False,M>CB,0.9901867871018628
tigerllm,g2p,40,False,CB>A,0.0017895552237644774
tigerllm,g2p,40,False,CB>M,0.009813212898137214
tigerllm,g2p,41,False,A>M,0.825893514179794
tigerllm,g2p,41,False,A>CB,0.9985476908922148
tigerllm,g2p,41,False,M>A,0.17410648582020607
tigerllm,g2p,41,False,M>CB,0.9845129850934016
tigerllm,g2p,41,False,CB>A,0.0014523091077851909
tigerllm,g2p,41,False,CB>M,0.01548701490659848
tigerllm,g2p,42,False,A>M,0.8412948211666657
tigerllm,g2p,42,False,A>CB,0.9989479863951655
tigerllm,g2p,42,False,M>A,0.15870517883333432
tigerllm,g2p,42,False,M>CB,0.987056336399278
tigerllm,g2p,42,False,CB>A,0.0010520136048345027
tigerllm,g2p,42,False,CB>M,0.012943663600721939
tigerllm,g2p,43,False,A>M,0.8871300741083936
tigerllm,g2p,43,False,A>CB,0.9993909963126976
tigerllm,g2p,43,False,M>A,0.11286992589160641
tigerllm,g2p,43,False,M>CB,0.9897973080978134
tigerllm,g2p,43,False,CB>A,0.0006090036873023991
tigerllm,g2p,43,False,CB>M,0.010202691902186594
tigerllm,g2p,44,False,A>M,0.9286609807519369
tigerllm,g2p,44,False,A>CB,0.9994695799185793
tigerllm,g2p,44,False,M>A,0.07133901924806312
tigerllm,g2p,44,False,M>CB,0.9831147430534231
tigerllm,g2p,44,False,CB>A,0.0005304200814207252
tigerllm,g2p,44,False,CB>M,0.01688525694657694
tigerllm,g2p,45,False,A>M,0.8054972507663469
tigerllm,g2p,45,False,A>CB,0.9946138929389314
tigerllm,g2p,45,False,M>A,0.19450274923365304
tigerllm,g2p,45,False,M>CB,0.9527776760307223
tigerllm,g2p,45,False,CB>A,0.005386107061068621
tigerllm,g2p,45,False,CB>M,0.04722232396927778
tigerllm,g2p,46,False,A>M,0.7638953539277682
tigerllm,g2p,46,False,A>CB,0.920505718728024
tigerllm,g2p,46,False,M>A,0.23610464607223183
tigerllm,g2p,46,False,M>CB,0.6733375589497748
tigerllm,g2p,46,False,CB>A,0.07949428127197604
tigerllm,g2p,46,False,CB>M,0.32666244105022524
tigerllm,g2p,47,False,A>M,0.6680450012744568
tigerllm,g2p,47,False,A>CB,0.5634788550079075
tigerllm,g2p,47,False,M>A,0.3319549987255433
tigerllm,g2p,47,False,M>CB,0.33870843162399344
tigerllm,g2p,47,False,CB>A,0.43652114499209255
tigerllm,g2p,47,False,CB>M,0.6612915683760066
tigerllm,g2p,48,False,A>M,0.0018957594086160454
tigerllm,g2p,48,False,A>CB,0.0005579200639572141
tigerllm,g2p,48,False,M>A,0.9981042405913839
tigerllm,g2p,48,False,M>CB,0.58563942238013
tigerllm,g2p,48,False,CB>A,0.9994420799360428
tigerllm,g2p,48,False,CB>M,0.41436057761987
tigerllm,g2p,0,True,A>M,0.989083133192289
tigerllm,g2p,0,True,A>CB,0.9999817950260433
tigerllm,g2p,0,True,M>A,0.01091686680771094
tigerllm,g2p,0,True,M>CB,0.9950170360845034
tigerllm,g2p,0,True,CB>A,1.820497395670601e-05
tigerllm,g2p,0,True,CB>M,0.004982963915496571
tigerllm,g2p,1,True,A>M,0.002562906307773035
tigerllm,g2p,1,True,A>CB,0.999999953253009
tigerllm,g2p,1,True,M>A,0.997437093692227
tigerllm,g2p,1,True,M>CB,0.9999999931189373
tigerllm,g2p,1,True,CB>A,4.6746990932534774e-08
tigerllm,g2p,1,True,CB>M,6.881062733325121e-09
tigerllm,g2p,2,True,A>M,0.01744662832258056
tigerllm,g2p,2,True,A>CB,0.9999999057820129
tigerllm,g2p,2,True,M>A,0.9825533716774194
tigerllm,g2p,2,True,M>CB,0.9999999727958208
tigerllm,g2p,2,True,CB>A,9.421798707752238e-08
tigerllm,g2p,2,True,CB>M,2.7204179253016743e-08
tigerllm,g2p,3,True,A>M,0.0013528786683722285
tigerllm,g2p,3,True,A>CB,0.999999519861312
tigerllm,g2p,3,True,M>A,0.9986471213316278
tigerllm,g2p,3,True,M>CB,0.9999999768790534
tigerllm,g2p,3,True,CB>A,4.801386879814244e-07
tigerllm,g2p,3,True,CB>M,2.3120946571647907e-08
tigerllm,g2p,4,True,A>M,0.0005961409205514879
tigerllm,g2p,4,True,A>CB,0.999997885868861
tigerllm,g2p,4,True,M>A,0.9994038590794485
tigerllm,g2p,4,True,M>CB,0.9999999572872068
tigerllm,g2p,4,True,CB>A,2.1141311390850406e-06
tigerllm,g2p,4,True,CB>M,4.271279317542179e-08
tigerllm,g2p,5,True,A>M,0.0009478085581683886
tigerllm,g2p,5,True,A>CB,0.9998192247291157
tigerllm,g2p,5,True,M>A,0.9990521914418317
tigerllm,g2p,5,True,M>CB,0.9999994495180188
tigerllm,g2p,5,True,CB>A,0.00018077527088439073
tigerllm,g2p,5,True,CB>M,5.504819811717766e-07
tigerllm,g2p,6,True,A>M,0.0012028533440633805
tigerllm,g2p,6,True,A>CB,0.9901900504682969
tigerllm,g2p,6,True,M>A,0.9987971466559367
tigerllm,g2p,6,True,M>CB,0.9999946332967417
tigerllm,g2p,6,True,CB>A,0.00980994953170308
tigerllm,g2p,6,True,CB>M,5.366703258310992e-06
tigerllm,g2p,7,True,A>M,0.0014522417931407833
tigerllm,g2p,7,True,A>CB,0.06852973756915386
tigerllm,g2p,7,True,M>A,0.9985477582068593
tigerllm,g2p,7,True,M>CB,0.99898452038346
tigerllm,g2p,7,True,CB>A,0.9314702624308462
tigerllm,g2p,7,True,CB>M,0.0010154796165400245
tigerllm,g2p,8,True,A>M,0.007979689985605304
tigerllm,g2p,8,True,A>CB,0.0005303331713644204
tigerllm,g2p,8,True,M>A,0.9920203100143947
tigerllm,g2p,8,True,M>CB,0.5069038884199173
tigerllm,g2p,8,True,CB>A,0.9994696668286356
tigerllm,g2p,8,True,CB>M,0.49309611158008265
tigerllm,g2p,9,True,A>M,0.0005716470205173097
tigerllm,g2p,9,True,A>CB,8.403521573910213e-06
