llm,task,layer,category,control_label,mean_score,std_score
banglat5,syllables,8,CB,False,-1.1653462982803613,2.6981820071016562
banglat5,syllables,9,A,False,0.18142893055057324,0.0775747956125084
banglat5,syllables,9,M,False,0.3235874851144258,0.02449048276573188
banglat5,syllables,9,CB,False,-0.25892169304361956,0.2540594239736751
banglat5,syllables,10,A,False,0.1763993652209524,0.11869004964982607
banglat5,syllables,10,M,False,0.356222428126997,0.02888867693278174
banglat5,syllables,10,CB,False,-0.30818930890967816,0.2554676514071357
banglat5,syllables,11,A,False,0.22765805476481726,0.08874791436339986
banglat5,syllables,11,M,False,0.3342317782861587,0.0346157293494749
banglat5,syllables,11,CB,False,-0.16820846320186178,0.2059278448873157
banglat5,syllables,12,A,False,0.6980879400024056,0.0290627828736433
banglat5,syllables,12,M,False,0.5988207746327899,0.019902077207533866
banglat5,syllables,12,CB,False,0.4364869970246327,0.052514016353233
banglat5,syllables,0,A,True,-0.012817990375400035,0.01713899324953815
banglat5,syllables,0,M,True,-0.0051094404137504105,0.0051914260300075085
banglat5,syllables,0,CB,True,-0.02255801248700191,0.017304513907385927
banglat5,syllables,1,A,True,-1.9289598511435966,0.638232317565995
banglat5,syllables,1,M,True,-0.8295760836669646,0.10694233711707625
banglat5,syllables,1,CB,True,-1.3374797052406204,0.46935048448468353
banglat5,syllables,2,A,True,-2.165452874254884,0.5438386865373758
banglat5,syllables,2,M,True,-1.0248076743422097,0.1345752139206626
banglat5,syllables,2,CB,True,-1.472747125338246,0.5696439901895537
banglat5,syllables,3,A,True,-2.897861714925308,1.0575370518991905
banglat5,syllables,3,M,True,-1.0773505358387667,0.2005525272185412
banglat5,syllables,3,CB,True,-1.8068011786391456,0.4388004226768716
banglat5,syllables,4,A,True,-3.078281534283851,0.9663521847556115
banglat5,syllables,4,M,True,-1.144704815324895,0.14365560557137147
banglat5,syllables,4,CB,True,-1.9001102234950202,0.393466338852781
banglat5,syllables,5,A,True,-3.591720946992944,1.60171465867422
banglat5,syllables,5,M,True,-1.2113320046202642,0.24544595711961856
banglat5,syllables,5,CB,True,-4.235423322430597,6.4128104833572515
banglat5,syllables,6,A,True,-3.159241602746589,0.9039076012129957
banglat5,syllables,6,M,True,-1.2142799082160098,0.17363646488376278
banglat5,syllables,6,CB,True,-4.508243239360357,7.354729129565878
banglat5,syllables,7,A,True,-3.376839153502138,0.7350528947368945
banglat5,syllables,7,M,True,-1.215534697171711,0.16564318234382
banglat5,syllables,7,CB,True,-2.4441632186029403,1.693385031289238
banglat5,syllables,8,A,True,-3.4712847368608664,1.022985318226603
banglat5,syllables,8,M,True,-1.2331328507887513,0.18321322093342704
banglat5,syllables,8,CB,True,-2.323623285278748,0.7327170790776344
banglat5,syllables,9,A,True,-3.80600417450569,0.9530167192045356
banglat5,syllables,9,M,True,-1.2268580040277737,0.21101310328265394
banglat5,syllables,9,CB,True,-2.4947011060122763,0.7779061298915089
banglat5,syllables,10,A,True,-3.516559255273583,0.7072451691150952
banglat5,syllables,10,M,True,-1.242208729034871,0.16965888477774813
banglat5,syllables,10,CB,True,-2.312423951963008,0.5335248446264224
banglat5,syllables,11,A,True,-3.5574222238407316,0.8077781876339453
banglat5,syllables,11,M,True,-1.3245216825459447,0.17263410848568592
banglat5,syllables,11,CB,True,-2.344522690765048,0.6385089049097914
banglat5,syllables,12,A,True,-0.017942059690215072,0.017885402275343916
banglat5,syllables,12,M,True,-0.005484132313144707,0.0053893565653158285
banglat5,syllables,12,CB,True,-0.023856128058903303,0.01951177136820068
