word,phon_vec,syllables,ipa
চিত্রে,"[22, 4, 9, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'i', 't̪'], ['r', 'e']]",tʃit̪re
অনুদানের,"[3, 6, 14, 16, 1, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['n', 'u'], ['d̪', 'a'], ['n', 'e', 'r']]",onud̪aner
পাঞ্জাবের,"[15, 1, 6, 18, 1, 11, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a', 'n'], ['dʒ', 'a'], ['b', 'e', 'r']]",pandʒaber
গর্ভধারণের,"[20, 8, 2, 23, 3, 25, 1, 2, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ', 'r'], ['bʱ', 'o'], ['d̪ʱ', 'a'], ['r', 'o'], ['n', 'e', 'r']]",gɔrbʱod̪ʱaroner
এপ্রিলের,"[5, 15, 2, 4, 12, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e', 'p'], ['r', 'i'], ['l', 'e', 'r']]",epriler
অক্সিজেনের,"[8, 7, 19, 4, 18, 5, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 'k'], ['s', 'i'], ['dʒ', 'e'], ['n', 'e', 'r']]",ɔksidʒener
হোমসের,"[21, 3, 13, 19, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'o', 'm'], ['s', 'e', 'r']]",homser
আক্রমনের,"[1, 7, 2, 3, 13, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'k'], ['r', 'o'], ['m', 'o'], ['n', 'e', 'r']]",akromoner
সন্ধানী,"[10, 8, 6, 25, 1, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'n'], ['d̪ʱ', 'a'], ['n', 'i']]",ʃɔnd̪ʱani
সচিবের,"[10, 3, 22, 4, 11, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'o'], ['tʃ', 'i'], ['b', 'e', 'r']]",ʃotʃiber
প্রদানে,"[15, 2, 3, 16, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['d̪', 'a'], ['n', 'e']]",prod̪ane
আকাশচুম্বী,"[1, 7, 1, 10, 22, 14, 13, 11, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['k', 'a', 'ʃ'], ['tʃ', 'u', 'm'], ['b', 'i']]",akaʃtʃumbi
আর্মড,"[1, 2, 13, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'r', 'm', 'ɖ']]",armɖ
প্রবেশে,"[15, 2, 3, 11, 5, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['b', 'e'], ['ʃ', 'e']]",probeʃe
শাহাদাৎ,"[10, 1, 21, 1, 16, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['h', 'a'], ['d̪', 'a', 't̪']]",ʃahad̪at̪
সম্প্রসারণের,"[10, 8, 13, 15, 2, 3, 19, 1, 2, 3, 6, 5, 2, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'm'], ['p', 'r', 'o'], ['s', 'a'], ['r', 'o'], ['n', 'e', 'r']]",ʃɔmprosaroner
ভার্মা,"[23, 1, 2, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'a', 'r'], ['m', 'a']]",bʱarma
নিহতের,"[6, 4, 21, 8, 9, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['h', 'ɔ'], ['t̪', 'e', 'r']]",nihɔt̪er
অস্কারের,"[8, 19, 7, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 's'], ['k', 'a'], ['r', 'e', 'r']]",ɔskarer
সাধারণের,"[10, 1, 25, 1, 2, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['d̪ʱ', 'a'], ['r', 'o'], ['n', 'e', 'r']]",ʃad̪ʱaroner
কারণের,"[7, 1, 2, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a'], ['r', 'o'], ['n', 'e', 'r']]",karoner
রোধের,"[2, 3, 25, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'o'], ['d̪ʱ', 'e', 'r']]",rod̪ʱer
সম্প্রচারের,"[10, 8, 13, 15, 2, 3, 22, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'm'], ['p', 'r', 'o'], ['tʃ', 'a'], ['r', 'e', 'r']]",ʃɔmprotʃarer
সূচকে,"[10, 14, 22, 3, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'u'], ['tʃ', 'o'], ['k', 'e']]",ʃutʃoke
স্বজনের,"[10, 8, 18, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['dʒ', 'o'], ['n', 'e', 'r']]",ʃɔdʒoner
সাহসের,"[10, 1, 21, 3, 10, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['h', 'o'], ['ʃ', 'e', 'r']]",ʃahoʃer
দিগন্তের,"[16, 4, 20, 8, 6, 9, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'i'], ['g', 'ɔ', 'n'], ['t̪', 'e', 'r']]",d̪igɔnt̪er
ছুরিকাঘাতে,"[28, 14, 2, 4, 7, 1, 34, 1, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃʰ', 'u'], ['r', 'i'], ['k', 'a'], ['gʱ', 'a'], ['t̪', 'e']]",tʃʰurikagʱat̪e
কমিক,"[7, 8, 13, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ'], ['m', 'i', 'k']]",kɔmik
পরিমাণের,"[15, 3, 2, 4, 13, 1, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['m', 'a'], ['n', 'e', 'r']]",porimaner
নরকের,"[6, 8, 2, 3, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'ɔ'], ['r', 'o'], ['k', 'e', 'r']]",nɔroker
উত্তোলনের,"[14, 9, 9, 3, 12, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u', 't̪'], ['t̪', 'o'], ['l', 'o'], ['n', 'e', 'r']]",ut̪t̪oloner
অধ্যক্ষের,"[8, 16, 25, 3, 7, 24, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 'd̪'], ['d̪ʱ', 'o', 'k'], ['kʰ', 'e', 'r']]",ɔd̪d̪ʱokkʰer
ক্যান্সারের,"[7, 29, 6, 19, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'æ', 'n'], ['s', 'a'], ['r', 'e', 'r']]",kænsarer
টমি,"[17, 8, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'ɔ'], ['m', 'i']]",ʈɔmi
পকেটের,"[15, 8, 7, 5, 17, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'ɔ'], ['k', 'e'], ['ʈ', 'e', 'r']]",pɔkeʈer
পাউন্ডের,"[15, 1, 14, 6, 26, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a'], ['u', 'n'], ['ɖ', 'e', 'r']]",paunɖer
পুঁজিবাজারে,"[15, 14, 18, 4, 11, 1, 18, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'u'], ['dʒ', 'i'], ['b', 'a'], ['dʒ', 'a'], ['r', 'e']]",pudʒibadʒare
অনুপ্রবেশের,"[3, 6, 14, 15, 2, 3, 11, 5, 10, 5, 2, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['n', 'u'], ['p', 'r', 'o'], ['b', 'e'], ['ʃ', 'e', 'r']]",onuprobeʃer
অস্ত্রে,"[8, 19, 9, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 's'], ['t̪', 'r', 'e']]",ɔst̪re
আক্তারের,"[1, 7, 9, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'k'], ['t̪', 'a'], ['r', 'e', 'r']]",akt̪arer
মৃতদেহের,"[13, 2, 4, 9, 3, 16, 5, 21, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'r', 'i'], ['t̪', 'o'], ['d̪', 'e'], ['h', 'e', 'r']]",mrit̪od̪eher
আগ্রাসনের,"[1, 20, 2, 1, 10, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'g'], ['r', 'a'], ['ʃ', 'o'], ['n', 'e', 'r']]",agraʃoner
রুপান্তরিত,"[2, 14, 15, 1, 6, 9, 3, 2, 4, 9, 3, 0, 0, 0, 0, 0, 0, 0]","[['r', 'u'], ['p', 'a', 'n'], ['t̪', 'o'], ['r', 'i'], ['t̪', 'o']]",rupant̪orit̪o
পরিষ্কারের,"[15, 3, 2, 4, 10, 7, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i', 'ʃ'], ['k', 'a'], ['r', 'e', 'r']]",poriʃkarer
লিবারেশন,"[12, 4, 11, 1, 2, 5, 10, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'i'], ['b', 'a'], ['r', 'e'], ['ʃ', 'ɔ', 'n']]",libareʃɔn
দমনের,"[16, 8, 13, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ'], ['m', 'o'], ['n', 'e', 'r']]",d̪ɔmoner
টুইটের,"[17, 44, 17, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'ui̯'], ['ʈ', 'e', 'r']]",ʈui̯ʈer
আপিলের,"[1, 15, 4, 12, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['p', 'i'], ['l', 'e', 'r']]",apiler
একদিনে,"[29, 7, 16, 4, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ', 'k'], ['d̪', 'i'], ['n', 'e']]",ækd̪ine
বামে,"[11, 1, 13, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['m', 'e']]",bame
পুর্বে,"[15, 14, 2, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'u', 'r'], ['b', 'e']]",purbe
জাহান্নামে,"[18, 1, 21, 1, 6, 6, 1, 13, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'a'], ['h', 'a', 'n'], ['n', 'a'], ['m', 'e']]",dʒahanname
মেশিনে,"[13, 5, 10, 4, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'e'], ['ʃ', 'i'], ['n', 'e']]",meʃine
তোশকের,"[9, 3, 10, 3, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'o'], ['ʃ', 'o'], ['k', 'e', 'r']]",t̪oʃoker
জোরদারে,"[18, 3, 2, 16, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'o', 'r'], ['d̪', 'a'], ['r', 'e']]",dʒord̪are
সাজিদের,"[19, 1, 18, 4, 16, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'a'], ['dʒ', 'i'], ['d̪', 'e', 'r']]",sadʒid̪er
বুলবুলিকে,"[11, 14, 12, 11, 14, 12, 4, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'u', 'l'], ['b', 'u'], ['l', 'i'], ['k', 'e']]",bulbulike
ফিল্টারে,"[27, 4, 12, 17, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['f', 'i', 'l'], ['ʈ', 'a'], ['r', 'e']]",filʈare
রসুনে,"[2, 3, 10, 14, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'o'], ['ʃ', 'u'], ['n', 'e']]",roʃune
স্প্লিন্টারের,"[19, 15, 12, 4, 6, 17, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'p', 'l', 'i', 'n'], ['ʈ', 'a'], ['r', 'e', 'r']]",splinʈarer
শাহাদতের,"[10, 1, 21, 1, 16, 8, 9, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['h', 'a'], ['d̪', 'ɔ'], ['t̪', 'e', 'r']]",ʃahad̪ɔt̪er
মানবকল্যাণের,"[13, 1, 6, 3, 11, 7, 3, 12, 12, 1, 6, 5, 2, 0, 0, 0, 0, 0]","[['m', 'a'], ['n', 'o', 'b'], ['k', 'o', 'l'], ['l', 'a'], ['n', 'e', 'r']]",manobkollaner
কন্ডিশনে,"[7, 8, 6, 26, 4, 10, 8, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ', 'n'], ['ɖ', 'i'], ['ʃ', 'ɔ'], ['n', 'e']]",kɔnɖiʃɔne
একপ্রকারের,"[29, 7, 15, 2, 3, 7, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ', 'k'], ['p', 'r', 'o'], ['k', 'a'], ['r', 'e', 'r']]",ækprokarer
বিরহী,"[11, 4, 2, 3, 21, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['r', 'o'], ['h', 'i']]",birohi
বাজেটিং,"[11, 1, 18, 5, 17, 4, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['dʒ', 'e'], ['ʈ', 'i', 'ŋ']]",badʒeʈiŋ
এক্সপার্টের,"[5, 7, 19, 15, 1, 2, 17, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e', 'k', 's'], ['p', 'a', 'r'], ['ʈ', 'e', 'r']]",eksparʈer
পুনর্বিচারের,"[15, 14, 6, 3, 2, 11, 4, 22, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0]","[['p', 'u'], ['n', 'o', 'r'], ['b', 'i'], ['tʃ', 'a'], ['r', 'e', 'r']]",punorbitʃarer
টুলুর,"[17, 14, 12, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'u'], ['l', 'u', 'r']]",ʈulur
দেশপ্রেমিকের,"[16, 5, 10, 15, 2, 5, 13, 4, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'e', 'ʃ'], ['p', 'r', 'e'], ['m', 'i'], ['k', 'e', 'r']]",d̪eʃpremiker
মোতালেবের,"[13, 3, 9, 1, 12, 5, 11, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'o'], ['t̪', 'a'], ['l', 'e'], ['b', 'e', 'r']]",mot̪aleber
কমলাকান্তের,"[7, 8, 13, 12, 1, 7, 1, 6, 9, 5, 2, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ', 'm'], ['l', 'a'], ['k', 'a', 'n'], ['t̪', 'e', 'r']]",kɔmlakant̪er
স্লামের,"[19, 12, 1, 13, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'l', 'a'], ['m', 'e', 'r']]",slamer
টসের,"[17, 8, 10, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'ɔ'], ['ʃ', 'e', 'r']]",ʈɔʃer
সজলের,"[10, 8, 18, 3, 12, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['dʒ', 'o'], ['l', 'e', 'r']]",ʃɔdʒoler
জেনালের,"[18, 5, 6, 1, 12, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'e'], ['n', 'a'], ['l', 'e', 'r']]",dʒenaler
প্রদোষে,"[15, 2, 3, 16, 3, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['d̪', 'o'], ['ʃ', 'e']]",prod̪oʃe
ওজনাধিক্য,"[3, 18, 3, 6, 1, 25, 4, 7, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['dʒ', 'o'], ['n', 'a'], ['d̪ʱ', 'i', 'k'], ['k', 'o']]",odʒonad̪ʱikko
রোপনের,"[2, 3, 15, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'o'], ['p', 'o'], ['n', 'e', 'r']]",roponer
ঘোচানোর,"[34, 3, 22, 1, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['gʱ', 'o'], ['tʃ', 'a'], ['n', 'o', 'r']]",gʱotʃanor
আঁচলের,"[1, 22, 3, 12, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['tʃ', 'o'], ['l', 'e', 'r']]",atʃoler
বিশ্বভ্রমণের,"[11, 4, 10, 10, 3, 23, 2, 3, 13, 3, 6, 5, 2, 0, 0, 0, 0, 0]","[['b', 'i', 'ʃ'], ['ʃ', 'o'], ['bʱ', 'r', 'o'], ['m', 'o'], ['n', 'e', 'r']]",biʃʃobʱromoner
খলচরিত্রে,"[24, 8, 12, 22, 3, 2, 4, 9, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[['kʰ', 'ɔ', 'l'], ['tʃ', 'o'], ['r', 'i', 't̪'], ['r', 'e']]",kʰɔltʃorit̪re
হাটবাজারে,"[21, 1, 17, 11, 1, 18, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'a', 'ʈ'], ['b', 'a'], ['dʒ', 'a'], ['r', 'e']]",haʈbadʒare
কার্পাস,"[7, 1, 2, 15, 1, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a', 'r'], ['p', 'a', 's']]",karpas
শামিমা,"[10, 1, 13, 4, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['m', 'i'], ['m', 'a']]",ʃamima
স্বর্ণা,"[10, 8, 2, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'r'], ['n', 'a']]",ʃɔrna
নোভার্টিস,"[6, 3, 23, 1, 2, 17, 4, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'o'], ['bʱ', 'a', 'r'], ['ʈ', 'i', 's']]",nobʱarʈis
দূরারোগ্য,"[16, 14, 2, 1, 2, 3, 20, 20, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'u'], ['r', 'a'], ['r', 'o', 'g'], ['g', 'o']]",d̪uraroggo
ব্যঞ্জনবর্ণের,"[11, 29, 6, 18, 3, 6, 11, 8, 2, 6, 5, 2, 0, 0, 0, 0, 0, 0]","[['b', 'æ', 'n'], ['dʒ', 'o', 'n'], ['b', 'ɔ', 'r'], ['n', 'e', 'r']]",bændʒonbɔrner
ধামের,"[25, 1, 13, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪ʱ', 'a'], ['m', 'e', 'r']]",d̪ʱamer
চারেকের,"[22, 1, 2, 5, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'a'], ['r', 'e'], ['k', 'e', 'r']]",tʃareker
অকুশল,"[8, 7, 14, 10, 8, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['k', 'u'], ['ʃ', 'ɔ', 'l']]",ɔkuʃɔl
আবেদের,"[1, 11, 5, 16, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['b', 'e'], ['d̪', 'e', 'r']]",abed̪er
রাউণ্ড,"[2, 1, 14, 6, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'a'], ['u', 'n', 'ɖ']]",raunɖ
ইস্কাটনে,"[4, 19, 7, 1, 17, 8, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i', 's'], ['k', 'a'], ['ʈ', 'ɔ'], ['n', 'e']]",iskaʈɔne
ঘৃতকুমারী,"[34, 2, 4, 9, 3, 7, 14, 13, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0]","[['gʱ', 'r', 'i'], ['t̪', 'o'], ['k', 'u'], ['m', 'a'], ['r', 'i']]",gʱrit̪okumari
লক্ষ্মণের,"[12, 8, 7, 24, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'ɔ', 'k'], ['kʰ', 'o'], ['n', 'e', 'r']]",lɔkkʰoner
দ্বিজাতিতত্ত্বের,"[16, 4, 18, 1, 9, 4, 9, 8, 9, 9, 5, 2, 0, 0, 0, 0, 0, 0]","[['d̪', 'i'], ['dʒ', 'a'], ['t̪', 'i'], ['t̪', 'ɔ', 't̪'], ['t̪', 'e', 'r']]",d̪idʒat̪it̪ɔt̪t̪er
প্রশিক্ষণার্থীর,"[15, 2, 3, 10, 4, 7, 24, 8, 6, 1, 2, 30, 4, 2, 0, 0, 0, 0]","[['p', 'r', 'o'], ['ʃ', 'i', 'k'], ['kʰ', 'ɔ'], ['n', 'a', 'r'], ['t̪ʰ', 'i', 'r']]",proʃikkʰɔnart̪ʰir
প্রাণিকুলের,"[15, 2, 1, 6, 4, 7, 14, 12, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'a'], ['n', 'i'], ['k', 'u'], ['l', 'e', 'r']]",pranikuler
যুদ্ধাস্ত্রের,"[18, 14, 16, 25, 1, 19, 9, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'u', 'd̪'], ['d̪ʱ', 'a', 's'], ['t̪', 'r', 'e', 'r']]",dʒud̪d̪ʱast̪rer
টাস্কফোর্সের,"[17, 1, 19, 7, 27, 3, 2, 19, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'a', 's', 'k'], ['f', 'o', 'r'], ['s', 'e', 'r']]",ʈaskforser
সহবাসে,"[10, 8, 21, 3, 11, 1, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['h', 'o'], ['b', 'a'], ['ʃ', 'e']]",ʃɔhobaʃe
ফাটলে,"[27, 1, 17, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['f', 'a', 'ʈ'], ['l', 'e']]",faʈle
ট্রেডের,"[17, 2, 5, 26, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'r', 'e'], ['ɖ', 'e', 'r']]",ʈreɖer
সোবার্স,"[10, 3, 11, 1, 2, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'o'], ['b', 'a', 'r', 's']]",ʃobars
সৌরভে,"[10, 38, 2, 8, 23, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ou̯'], ['r', 'ɔ'], ['bʱ', 'e']]",ʃou̯rɔbʱe
শামছুন্নাহার,"[10, 1, 13, 19, 14, 6, 6, 1, 21, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a', 'm'], ['s', 'u', 'n'], ['n', 'a'], ['h', 'a', 'r']]",ʃamsunnahar
