word,phon_vec,syllables,ipa
ফাউল,"[27, 2, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['f', 'a'], ['u', 'l']]",faul
বিসিবির,"[11, 4, 19, 4, 11, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['s', 'i'], ['b', 'i', 'r']]",bisibir
রাজশাহীর,"[1, 2, 18, 9, 2, 21, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'a', 'dʒ'], ['ʃ', 'a'], ['h', 'i', 'r']]",radʒʃahir
দেশটাকে,"[17, 5, 9, 16, 2, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'e', 'ʃ'], ['ʈ', 'a'], ['k', 'e']]",d̪eʃʈake
পাথর,"[15, 2, 32, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a'], ['t̪ʰ', 'o', 'r']]",pat̪ʰor
ঢোকা,"[46, 3, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɖʱ', 'o'], ['k', 'a']]",ɖʱoka
একাই,"[28, 8, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ'], ['k', 'ai̯']]",ækai̯
মজা,"[13, 7, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'ɔ'], ['dʒ', 'a']]",mɔdʒa
সোজা,"[9, 3, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'o'], ['dʒ', 'a']]",ʃodʒa
ছেলেটির,"[31, 5, 12, 5, 16, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃʰ', 'e'], ['l', 'e'], ['ʈ', 'i', 'r']]",tʃʰeleʈir
লাকসাম,"[12, 2, 8, 9, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'a', 'k'], ['ʃ', 'a', 'm']]",lakʃam
পেমেন্ট,"[15, 5, 13, 5, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'e'], ['m', 'e', 'n', 'ʈ']]",pemenʈ
সমর্থ,"[9, 7, 13, 3, 1, 32, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['m', 'o', 'r'], ['t̪ʰ', 'o']]",ʃɔmort̪ʰo
ওপরে,"[3, 15, 3, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['p', 'o'], ['r', 'e']]",opore
রিজার্ভ,"[1, 4, 18, 2, 1, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'i'], ['dʒ', 'a', 'r', 'bʱ']]",ridʒarbʱ
পুরুষরা,"[15, 14, 1, 14, 9, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'u'], ['r', 'u', 'ʃ'], ['r', 'a']]",puruʃra
কিশোরীর,"[8, 4, 9, 3, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'i'], ['ʃ', 'o'], ['r', 'i', 'r']]",kiʃorir
টহল,"[16, 7, 21, 3, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'ɔ'], ['h', 'o', 'l']]",ʈɔhol
কৃতজ্ঞ,"[8, 1, 4, 10, 3, 20, 20, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'r', 'i'], ['t̪', 'o', 'g'], ['g', 'o']]",krit̪oggo
বাদশাহ,"[11, 2, 17, 9, 2, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a', 'd̪'], ['ʃ', 'a', 'h']]",bad̪ʃah
চিলির,"[22, 4, 12, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'i'], ['l', 'i', 'r']]",tʃilir
ধরেন,"[25, 7, 1, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪ʱ', 'ɔ'], ['r', 'e', 'n']]",d̪ʱɔren
প্রতিদিনই,"[15, 1, 3, 10, 4, 17, 4, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['t̪', 'i'], ['d̪', 'i', 'n'], ['i']]",prot̪id̪ini
ছিলনা,"[31, 4, 12, 3, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃʰ', 'i'], ['l', 'o'], ['n', 'a']]",tʃʰilona
মহাদেশ,"[13, 7, 21, 2, 17, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'ɔ'], ['h', 'a'], ['d̪', 'e', 'ʃ']]",mɔhad̪eʃ
নির্দেশিকা,"[6, 4, 1, 17, 5, 9, 4, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i', 'r'], ['d̪', 'e'], ['ʃ', 'i'], ['k', 'a']]",nird̪eʃika
ব্যতীত,"[11, 28, 10, 4, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'æ'], ['t̪', 'i'], ['t̪', 'o']]",bæt̪it̪o
ঘুমাতে,"[35, 14, 13, 2, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['gʱ', 'u'], ['m', 'a'], ['t̪', 'e']]",gʱumat̪e
ক্ষমতাসম্পন্ন,"[24, 7, 13, 3, 10, 2, 9, 7, 13, 15, 7, 6, 6, 3, 0, 0, 0, 0, 0, 0]","[['kʰ', 'ɔ'], ['m', 'o'], ['t̪', 'a'], ['ʃ', 'ɔ', 'm'], ['p', 'ɔ', 'n'], ['n', 'o']]",kʰɔmot̪aʃɔmpɔnno
লেবার,"[12, 5, 11, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'e'], ['b', 'a', 'r']]",lebar
দোষী,"[17, 3, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'o'], ['ʃ', 'i']]",d̪oʃi
আশ্চর্যজনক,"[2, 9, 22, 3, 1, 18, 3, 18, 7, 6, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'ʃ'], ['tʃ', 'o', 'r'], ['dʒ', 'o'], ['dʒ', 'ɔ'], ['n', 'o', 'k']]",aʃtʃordʒodʒɔnok
পানিতে,"[15, 2, 6, 4, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a'], ['n', 'i'], ['t̪', 'e']]",panit̪e
যাজক,"[18, 2, 18, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'a'], ['dʒ', 'o', 'k']]",dʒadʒok
প্রতিষ্ঠাবার্ষিকী,"[15, 1, 3, 10, 4, 19, 34, 2, 11, 2, 1, 9, 4, 8, 4, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['t̪', 'i', 's'], ['ʈʰ', 'a'], ['b', 'a', 'r'], ['ʃ', 'i'], ['k', 'i']]",prot̪isʈʰabarʃiki
অগণতান্ত্রিক,"[7, 20, 7, 6, 3, 10, 2, 6, 10, 1, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['g', 'ɔ'], ['n', 'o'], ['t̪', 'a', 'n'], ['t̪', 'r', 'i', 'k']]",ɔgɔnot̪ant̪rik
শিশুরা,"[9, 4, 9, 14, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'i'], ['ʃ', 'u'], ['r', 'a']]",ʃiʃura
পশুর,"[15, 3, 9, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['ʃ', 'u', 'r']]",poʃur
গোবর,"[20, 3, 11, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'o'], ['b', 'o', 'r']]",gobor
কনটেন্ট,"[8, 7, 6, 16, 5, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ', 'n'], ['ʈ', 'e', 'n', 'ʈ']]",kɔnʈenʈ
ফ্লোরিডার,"[27, 12, 3, 1, 4, 26, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['f', 'l', 'o'], ['r', 'i'], ['ɖ', 'a', 'r']]",floriɖar
স্থানেই,"[19, 32, 2, 6, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 't̪ʰ', 'a'], ['n', 'ei̯']]",st̪ʰanei̯
পূরণ,"[15, 14, 1, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'u'], ['r', 'o', 'n']]",puron
মেধাবী,"[13, 5, 25, 2, 11, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'e'], ['d̪ʱ', 'a'], ['b', 'i']]",med̪ʱabi
চীনা,"[22, 4, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'i'], ['n', 'a']]",tʃina
সংবাদপত্রের,"[9, 7, 29, 11, 2, 17, 15, 7, 10, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'ŋ'], ['b', 'a', 'd̪'], ['p', 'ɔ', 't̪'], ['r', 'e', 'r']]",ʃɔŋbad̪pɔt̪rer
সংস্থাটি,"[9, 7, 29, 19, 32, 2, 16, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'ŋ', 's'], ['t̪ʰ', 'a'], ['ʈ', 'i']]",ʃɔŋst̪ʰaʈi
সহকারে,"[9, 7, 21, 3, 8, 2, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['h', 'o'], ['k', 'a'], ['r', 'e']]",ʃɔhokare
দিলেই,"[17, 4, 12, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'i'], ['l', 'ei̯']]",d̪ilei̯
শচীন,"[9, 3, 22, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'o'], ['tʃ', 'i', 'n']]",ʃotʃin
মুছে,"[13, 14, 31, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'u'], ['tʃʰ', 'e']]",mutʃʰe
ধীরে,"[25, 4, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪ʱ', 'i'], ['r', 'e']]",d̪ʱire
বাছাই,"[11, 2, 31, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['tʃʰ', 'ai̯']]",batʃʰai̯
যেকোন,"[18, 5, 8, 3, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'e'], ['k', 'o'], ['n', 'o']]",dʒekono
লোহার,"[12, 3, 21, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'o'], ['h', 'a', 'r']]",lohar
মর্যাদার,"[13, 7, 1, 18, 2, 17, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'ɔ', 'r'], ['dʒ', 'a'], ['d̪', 'a', 'r']]",mɔrdʒad̪ar
শূকর,"[9, 14, 8, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'u'], ['k', 'o', 'r']]",ʃukor
গবেষণার,"[20, 7, 11, 5, 9, 3, 6, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ'], ['b', 'e'], ['ʃ', 'o'], ['n', 'a', 'r']]",gɔbeʃonar
মামুন,"[13, 2, 13, 14, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'a'], ['m', 'u', 'n']]",mamun
ভারতকে,"[23, 2, 1, 3, 10, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'a'], ['r', 'o', 't̪'], ['k', 'e']]",bʱarot̪ke
লেভেল,"[12, 5, 23, 5, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'e'], ['bʱ', 'e', 'l']]",lebʱel
ভোগান্তির,"[23, 3, 20, 2, 6, 10, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'o'], ['g', 'a', 'n'], ['t̪', 'i', 'r']]",bʱogant̪ir
আইটি,"[30, 16, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ai̯'], ['ʈ', 'i']]",ai̯ʈi
দেখছি,"[17, 5, 24, 31, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'e', 'kʰ'], ['tʃʰ', 'i']]",d̪ekʰtʃʰi
ভালোবাসে,"[23, 2, 12, 3, 11, 2, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'a'], ['l', 'o'], ['b', 'a'], ['ʃ', 'e']]",bʱalobaʃe
শ্রীকৃষ্ণ,"[19, 1, 4, 8, 1, 4, 9, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'r', 'i'], ['k', 'r', 'i', 'ʃ'], ['n', 'o']]",srikriʃno
দলগুলো,"[17, 7, 12, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ', 'l'], ['g', 'u'], ['l', 'o']]",d̪ɔlgulo
কেবল,"[8, 28, 11, 3, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'æ'], ['b', 'o', 'l']]",kæbol
ক্লাসে,"[8, 12, 2, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'l', 'a'], ['s', 'e']]",klase
সুরক্ষার,"[9, 14, 1, 3, 8, 24, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'u'], ['r', 'o', 'k'], ['kʰ', 'a', 'r']]",ʃurokkʰar
বৃষ্টিপাত,"[11, 1, 4, 9, 16, 4, 15, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'r', 'i', 'ʃ'], ['ʈ', 'i'], ['p', 'a', 't̪']]",briʃʈipat̪
গোলাগুলি,"[20, 3, 12, 2, 20, 14, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'o'], ['l', 'a'], ['g', 'u'], ['l', 'i']]",golaguli
কারণটা,"[8, 2, 1, 3, 6, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a'], ['r', 'o', 'n'], ['ʈ', 'a']]",karonʈa
আলতাফ,"[2, 12, 10, 2, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'l'], ['t̪', 'a', 'f']]",alt̪af
পাঠ্যবই,"[15, 2, 16, 34, 3, 11, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a', 'ʈ'], ['ʈʰ', 'o'], ['b', 'oi̯']]",paʈʈʰoboi̯
মোসাদ্দেক,"[13, 3, 19, 2, 17, 17, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'o'], ['s', 'a', 'd̪'], ['d̪', 'e', 'k']]",mosad̪d̪ek
মজুমদার,"[13, 3, 18, 14, 13, 17, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'o'], ['dʒ', 'u', 'm'], ['d̪', 'a', 'r']]",modʒumd̪ar
বিমানের,"[11, 4, 13, 2, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i'], ['m', 'a'], ['n', 'e', 'r']]",bimaner
লিখতে,"[12, 4, 24, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'i', 'kʰ'], ['t̪', 'e']]",likʰt̪e
আইন,"[2, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['i', 'n']]",ain
পিতামহ,"[15, 4, 10, 2, 13, 7, 21, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'i'], ['t̪', 'a'], ['m', 'ɔ'], ['h', 'o']]",pit̪amɔho
হাতে,"[21, 2, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'a'], ['t̪', 'e']]",hat̪e
ঈদে,"[4, 17, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i'], ['d̪', 'e']]",id̪e
বার্মার,"[11, 2, 1, 13, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a', 'r'], ['m', 'a', 'r']]",barmar
এবারই,"[28, 11, 2, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ'], ['b', 'a'], ['r', 'i']]",æbari
এগোচ্ছে,"[5, 20, 3, 22, 31, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e'], ['g', 'o', 'tʃ'], ['tʃʰ', 'e']]",egotʃtʃʰe
ট্রাকের,"[16, 1, 2, 8, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'r', 'a'], ['k', 'e', 'r']]",ʈraker
জমজ,"[18, 7, 13, 3, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'ɔ'], ['m', 'o', 'dʒ']]",dʒɔmodʒ
ব্যক্তিগতভাবে,"[11, 28, 8, 10, 4, 20, 7, 10, 3, 23, 2, 11, 5, 0, 0, 0, 0, 0, 0, 0]","[['b', 'æ', 'k'], ['t̪', 'i'], ['g', 'ɔ'], ['t̪', 'o'], ['bʱ', 'a'], ['b', 'e']]",bækt̪igɔt̪obʱabe
লুকাস,"[12, 14, 8, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'u'], ['k', 'a', 'ʃ']]",lukaʃ
প্রমাণিত,"[15, 1, 3, 13, 2, 6, 4, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['m', 'a'], ['n', 'i'], ['t̪', 'o']]",promanit̪o
বাতাসে,"[11, 2, 10, 2, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['t̪', 'a'], ['ʃ', 'e']]",bat̪aʃe
দোহাই,"[17, 3, 21, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'o'], ['h', 'ai̯']]",d̪ohai̯
