word1,word2,label
তাইলে,পার্লারে,1
গৃহিত,নিষ্ক্রিয়,1
সম্পৃক্ততার,স্ট্রাইকার,1
গ্রন্থের,জামিনের,1
ব্যর্থ,সংহত,1
বাগদাদে,স্রোতে,1
নিয়মিত,বৈশিষ্ট্যগুলো,1
আচার,একবার,1
উপসংহারে,নেটে,1
এনার্জি,হঠাৎই,1
উগান্ডা,মহকুমা,1
কেটি,প্রদেশটি,1
বাচ্চাটা,সানজিদা,1
জানানো,সংক্ষিপ্ত,1
পোষাকে,হালে,1
খুঁটি,হাদী,1
ইবাদতে,চোটে,1
ছাতকে,শীর্ষে,1
দখলদারদের,সংযোজনের,1
জেরুজালেমের,হাজারের,1
অঘোষিত,আনব,1
চাবুকের,হাটের,1
শহরটিতে,হোস্টেলে,1
কিনেছে,যৌনতাকে,1
একগুচ্ছ,টরেন্টো,1
শুনে,স্লিপে,1
এশিয়া,কিশোররা,1
চারণভূমি,শিবলী,1
বিমানবাহিনী,ভিআইপি,1
ক্ষতিপূরণের,দর্শনার্থীদের,1
বাঁধার,ম্যানেজার,1
যোগ্যতা,লোকেরা,1
থামল,সাফল্য,1
থলে,বিলে,1
ওনাকে,মধ্যরাতে,1
তামান্না,স্পর্ধা,1
খুঁজতে,সম্মানার্থে,1
কোটি,রিপোর্টটি,1
ফিলিপে,হারে,1
ফেরা,ভিয়েনা,1
নির্যাতনে,পরিদর্শনে,1
ভারসাম্য,সদস্যবৃন্দ,1
গতমাসে,স্থলে,1
অভাগা,সাঘাটা,1
কল্যাণী,মধ্যবর্তী,1
আগ্রহীদের,আঘাতের,1
গ্লাসের,বাজারের,1
ছাত্রছাত্রীরা,বৈধতা,1
ব্যান্ডে,শ্রমে,1
জাহাজগুলো,পূর্বতন,1
পাইথনের,প্রতিনিধিত্বের,1
পাছে,যাইতেছে,1
কতটি,সব্যসাচী,1
পাঠকের,প্রচ্ছদের,1
চমৎকারভাবে,বার্থডে,1
পেশাকে,শ্রীনগরে,1
চিঠি,দিকটি,1
এমএনএ,বলকে,1
জনগনকে,বেতারে,1
ধিক্কার,মেলার,1
অতীতের,হিসাবের,1
আলী,মহাখালী,1
ডনের,শোকের,1
ভিডিওটি,মন্তব্যটি,1
প্রতিজ্ঞাবদ্ধ,মুখ্য,1
রেসিপির,শতাব্দীর,1
আসামে,বন্দরে,1
জোটবদ্ধ,দুষ্ট,1
কাউন্সিলে,পদত্যাগে,1
কিছুক্ষণের,সমালোচকের,1
আফ্রিকা,সুবিধা,1
আসিনি,সমাপনী,1
অন্ধের,লক্ষণের,1
আলোচনা,এলিজা,1
জালের,ভুটানের,1
কোষ্ঠকাঠিন্য,মৌন,1
প্রতিবেদনটিতে,প্রান্তে,1
দুর্ধর্ষ,বৈশিষ্ট্য,1
মাথাব্যথা,হবেনা,1
একচ্ছত্র,নিমজ্জিত,1
কর্মে,সন্দেহে,1
দীপ্তি,শুদ্ধি,1
এব,এরও,1
দুটি,রণতরী,1
প্রবাসে,সিউলে,1
মুস্তাফার,মেদিনীপুরের,0
নাম্বার,সুগভীর,0
পুকুর,ভাষাভাষীর,0
মোরগের,সংযুক্তির,0
বাইবেলের,সেলফির,0
গ্রন্থাগার,পার্থক্যের,0
জানাই,যুদ্ধই,0
কারখানার,হরিণের,0
অপরাধের,প্রাণহানির,0
আমর,বাইকের,0
আনারসের,স্কলার,0
বাহরাইনের,সুবিধার,0
টেলর,মাষ্টার,0
মসজিদটির,শিকাগোর,0
খেলাধুলার,তদবির,0
পর্দার,সাধনের,0
তাসের,ফারুকীর,0
আকবার,ছোটদের,0
এবছর,তারকাদের,0
সম্মান,সিজন,0
সাক্ষাত্কার,হ্রদের,0
গঠন,পলিথিন,0
যুক্তির,রাজাপুর,0
আকাশের,স্ট্রাকচার,0
মন্ত্রীদের,সদরদপ্তর,0
খাবারদাবার,বজলুর,0
ছাতকের,মিরপুর,0
কিনুন,তদানীন্তন,0
চ্যানেলের,টুকরার,0
অংশগ্রহনের,কতদূর,0
ধারাবাহিকটির,নাইজেরিয়ার,0
প্রশাসনের,শুনানির,0
গণিতের,সেন্টিমিটার,0
মোসাদ্দেক,শিক্ষামূলক,0
ওখান,পারভিন,0
এক্ষেত্রেও,নিতেও,0
জৈন্তাপুর,দ্বীনের,0
গ্রন্থাগার,ঘোরানোর,0
ঈশ্বর,মাইলের,0
ম্যানেজমেন্টের,শ্রেনীর,0
ক্ষতির,দপ্তরের,0
ব্লকের,শহরগুলোর,0
বাকিদের,রসিকতার,0
জোকার,শাকিবের,0
করপোরেশন,বিত্তবান,0
উঠোন,বসেছিলেন,0
শিরিন,সংবিধান,0
দাদীর,সৈনিকদের,0
জিজ্ঞাসাবাদের,বিজিবির,0
মুকুটের,স্থানটির,0
আসাদের,বলেছি,0
ফারাহ,চক্ষু,0
জোরের,লাইনটা,0
শ্রমের,হাঁটছে,0
পেতেন,ট্রেভর,0
বদলি,দিককার,0
শটগান,কৃষ্ণের,0
অধিকন্তু,পাখিগুলো,0
সমর্থকদের,ইউনিভার্সাল,0
আলাউদ্দিন,মহারাষ্ট্রের,0
পর্ষদ,আশ্রম,0
কামলা,কেবল,0
মরিস,পিন্টু,0
ভুলতে,হারব,0
ঘটনাও,মণিপুরী,0
একধরনের,অগ্রযাত্রা,0
করতো,ইলা,0
এনক্রিপ্ট,আপনিই,0
নিতেও,অর্চনা,0
ধান্ধা,লিখলেন,0
ব্রিজে,জকি,0
শুনতে,নিউটন,0
ক্রেডিটের,ডাবলিনে,0
কার্জন,দরবার,0
সামনি,দুবাই,0
কারনে,সিলেটের,0
তমুক,স্বরূপ,0
আলাইহি,পোর্টফোলিও,0
মুনাজাত,কন্ঠস্বর,0
সমাজকে,প্রকৃতি,0
ফাঁকি,দোসর,0
সন্দেহে,শনাক্ত,0
মাসি,ভুলে,0
লুবনা,পতি,0
ন্যস্ত,মাইরা,0
কাজকে,প্রস্তুত,0
ছোটলোক,রুহানি,0
সিআইপি,নবীগঞ্জ,0
মাছের,হাসা,0
লাগুক,বইসা,0
কাজটা,উদ্ভট,0
অনার,প্রাইস,0
চারটে,ডেস্কের,0
রমজানে,প্রণেতা,0
বিন্যাস,বিদ্বেষ,0
তাইতো,জয়নাল,0
তাকাতে,কোথাকার,0
ইনস্ট্যান্ট,পারফেক্ট,0
পৌর,দুলে,0
গিলে,স্মাইল,0
সফরের,সুলাইমান,0
পেপারে,ইনফেকশন,0
জামালপুর,অটোগ্রাফ,0
একঝাঁক,বালিশ,0
গুণে,একমত,0
সংক্রান্ত,ডাক্তারদের,0
সেভাবে,ইরানী,0
কাবুলে,সর্বোচ্চ,0
একবারেই,শ্বাসকষ্ট,0
দেশটির,পাইছে,0
আফজাল,দুবার,0
উঠলো,বিশ্রাম,0
ড্যারেন,বলবে,0
দরকারি,ব্লগাররা,0
পাবার,ভোজ্য,0
মুভিটি,দিবসকে,0
পুরুষরা,শ্রীকান্ত,0
কাপুর,ব্রুনেই,0
যাবে,কার্বন,0
ড্রাইভের,আজই,0
জানাচ্ছি,বাটারফ্লাই,0
খতিব,সামি,0
চর্চাকে,রেকর্ডের,0
সম্ভব,চায়ের,0
বাবুর,জানলা,0
ছাত্ররা,ফরিদপুর,0
গ্রামীন,ফিরোজ,0
মামু,শর্টকাট,0
শাহীন,খারিজ,0
বানর,সুদান,0
আফগানরা,চিন্তাশীল,0
গাছপালা,প্রাদেশিক,0
তুলেছিলেন,বহুমুখী,0
খুনিকে,আপত্তি,0
ভোডাফোন,আইপিএল,0
চুক্তিটি,সত্যকে,0
পতনে,শুভেচ্ছা,0
রিমোট,লিখবে,0
কথক,ঘেঁষা,0
খুবই,দিল্লীর,0
কৃষিতে,যুক্তফ্রন্ট,0
প্রবর্তিত,হন্ডুরাসের,0
দূরেই,উদ্রেক,0
অল্প,গেমে,0
মাছে,সাইকি,0
আসাদকে,স্পষ্টতই,0
ভেতরে,বাঙালি,0
বাহুবল,শব্দকে,0
পাত্রের,সামসুল,0
শিখরে,ভিটামিন,0
সদ্য,আবদেল,0
জন্ডিস,পণ্যে,0
বিভ্রাট,মান্না,0
নারীরাই,শোষণের,0
গতিশীল,পৌঁছলাম,0
কাফরুল,বোরকা,0
আকাল,সাভার,0
দেবীর,রোপা,0
ভাবধারা,কনফারেন্স,0
বিতান,বাদই,0
বাগানে,বাবাই,0
বনানী,লুটতরাজ,0
উদার,ফুফু,0
তৈরীতে,মুহুর্তের,0
কাজই,ভূষণ,0
ভরার,ফিরতাম,0
ঘটনাকে,বলিউডের,0
রাজা,ঝুঁকি,0
সংরক্ষণ,করবেনা,0
ফেরার,পান্ডা,0
হেফাজতের,গ্রহনযোগ্য,0
কার্যকারী,একটিমাত্র,0
হাতেই,আরেক,0
বিসিএস,খালেদার,0
ত্রুটি,মুভমেন্ট,0
আইনজীবি,পর্বতমালা,0
নিম্নের,পাত্রী,0
বাকশাল,সারির,0
বিমান,যেত,0
ইউরো,যুক্তির,0
গোলে,রজার,0
বুঝেছি,বর্ণিত,0
কামিজ,রবের,0
আশেপাশের,পরিবেশে,0
বিকাশমান,কল্পনাও,0
প্রবক্তা,পারস্য,0
বিরুপ,মাউস,0
অত্যধিক,পাঠালাম,0
আনি,গিটার,0
উনি,ট্রমা,0
রাণীর,টিভি,0
শিক্ষাও,ভবনের,0
মজুত,কাধে,0
সূত্রের,ভূমি,0
শাহাদাৎ,আরটিভি,0
দূতাবাসের,ভগবানকে,0
আবর্জনা,উদ্ধারকৃত,0
নৃত্যশিল্পী,সাংগঠনিক,0
মেরুদণ্ড,উপভাষা,0
সফলকাম,মুহিবুর,0
