id,orth1,orth2,ipa1,ipa2,rime1,rime2,assonance_key1,assonance_key2,neg_type,predicted_label,freq_bucket1,freq_bucket2,label_corrected,reviewed,notes
rhyme3a_00011,পেরেজ,ম্যানেজ,peredʒ,mænedʒ,edʒ,edʒ,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00012,কভারেজ,মার্কেজ,kɔbʱaredʒ,markedʒ,edʒ,edʒ,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00013,লোপেজ,ব্যান্ডেজ,lopedʒ,bænɖedʒ,edʒ,edʒ,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00014,লাগেজ,ওয়েবপেজ,lagedʒ,o̯ebpedʒ,edʒ,edʒ,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00015,পেরেজ,কটেজ,peredʒ,kɔʈedʒ,edʒ,edʒ,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00016,বেভারেজ,আলভেজ,bebʱaredʒ,albʱedʒ,edʒ,edʒ,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00017,টিনেজ,ব্যান্ডেজ,ʈinedʒ,bænɖedʒ,edʒ,edʒ,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00018,খেত,অনিকেত,kʰet̪,ɔniket̪,et̪,et̪,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00019,প্রেত,অনিকেত,pret̪,ɔniket̪,et̪,et̪,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00020,নীলক্ষেত,অনিকেত,nilkʰet̪,ɔniket̪,et̪,et̪,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00021,খিলক্ষেত,অনভিপ্রেত,kʰilkʰet̪,ɔnobʱipret̪,et̪,et̪,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00022,বেলায়েত,বিলেত,belaet̪,bilet̪,et̪,et̪,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00023,বেলায়েত,খিলক্ষেত,belaet̪,kʰilkʰet̪,et̪,et̪,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00024,অশনিসংকেত,ধানখেত,ɔʃoniʃɔŋket̪,d̪ʱankʰet̪,et̪,et̪,e,e,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00025,অশনিসংকেত,আহমেত,ɔʃoniʃɔŋket̪,ahmet̪,et̪,et̪,e,e,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00026,নীলক্ষেত,বেত,nilkʰet̪,bet̪,et̪,et̪,e,e,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00027,সোভিয়েত,ক্ষেত,sobʱiet̪,kʰet̪,et̪,et̪,e,e,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00028,শিট,লিমিট,ʃiʈ,limiʈ,iʈ,iʈ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00029,ইউনিট,টিকিট,i̯uniʈ,ʈikiʈ,iʈ,iʈ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00030,ফ্লাইট,ডিলিট,flaiʈ,ɖiliʈ,iʈ,iʈ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00031,ক্রেডিট,কমপ্লিট,kreɖiʈ,kɔmpliʈ,iʈ,iʈ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00032,পিট,ভিজিট,piʈ,bʱidʒiʈ,iʈ,iʈ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00033,মেরিট,ট্রিট,meriʈ,ʈriʈ,iʈ,iʈ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00034,সিট,ডিলিট,siʈ,ɖiliʈ,iʈ,iʈ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00035,ফেবারিট,গিট,febariʈ,giʈ,iʈ,iʈ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00036,কিলোবাইট,সুপারহিট,kilobaiʈ,suparhiʈ,iʈ,iʈ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00037,ডাকটিকিট,শীট,ɖakʈikiʈ,ʃiʈ,iʈ,iʈ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00038,এয়ারপোর্ট,কোর্ট,earporʈ,korʈ,orʈ,orʈ,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00039,হাইকোর্ট,পোর্ট,hai̯korʈ,porʈ,orʈ,orʈ,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00040,এয়ারপোর্ট,হাইকোর্ট,earporʈ,hai̯korʈ,orʈ,orʈ,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00041,রিসোর্ট,ফোর্ট,risorʈ,forʈ,orʈ,orʈ,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00042,এয়ারপোর্ট,ফোর্ট,earporʈ,forʈ,orʈ,orʈ,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00043,এক্সপোর্ট,কমফোর্ট,eksporʈ,kɔmforʈ,orʈ,orʈ,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00044,কোর্ট,পোর্ট,korʈ,porʈ,orʈ,orʈ,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00045,স্পোর্ট,কমফোর্ট,sporʈ,kɔmforʈ,orʈ,orʈ,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00046,সাপোর্ট,হাইকোর্ট,saporʈ,hai̯korʈ,orʈ,orʈ,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00047,কোর্ট,রিপোর্ট,korʈ,riporʈ,orʈ,orʈ,o,o,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00048,মাঝমাঠ,সহপাঠ,madʒʱmaʈʰ,ʃɔhopaʈʰ,aʈʰ,aʈʰ,a,a,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00049,মাঠ,পাঠ,maʈʰ,paʈʰ,aʈʰ,aʈʰ,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00050,পত্রপাঠ,মধ্যমাঠ,pɔt̪ropaʈʰ,mod̪d̪ʱomaʈʰ,aʈʰ,aʈʰ,a,a,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00051,কাঠ,পাঠ,kaʈʰ,paʈʰ,aʈʰ,aʈʰ,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00052,পত্রপাঠ,মাঝমাঠ,pɔt̪ropaʈʰ,madʒʱmaʈʰ,aʈʰ,aʈʰ,a,a,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00053,কবিতাপাঠ,মধ্যমাঠ,kobit̪apaʈʰ,mod̪d̪ʱomaʈʰ,aʈʰ,aʈʰ,a,a,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00054,মধ্যমাঠ,সহপাঠ,mod̪d̪ʱomaʈʰ,ʃɔhopaʈʰ,aʈʰ,aʈʰ,a,a,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00055,কবিতাপাঠ,মাঝমাঠ,kobit̪apaʈʰ,madʒʱmaʈʰ,aʈʰ,aʈʰ,a,a,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00056,কাঠ,মাঠ,kaʈʰ,maʈʰ,aʈʰ,aʈʰ,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00057,কিউপিড,লিকুইড,kiu̯piɖ,likuiɖ,iɖ,iɖ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00058,হাইব্রিড,মিড,hai̯briɖ,miɖ,iɖ,iɖ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00059,স্কুইড,সিড,skuiɖ,siɖ,iɖ,iɖ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00060,ডেভিড,গ্রিড,ɖebʱiɖ,griɖ,iɖ,iɖ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00061,অ্যাসিড,ডেভিড,æsiɖ,ɖebʱiɖ,iɖ,iɖ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00062,অ্যাসিড,গ্রিড,æsiɖ,griɖ,iɖ,iɖ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00063,এসিড,ডেভিড,esiɖ,ɖebʱiɖ,iɖ,iɖ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00064,হাইব্রিড,স্পিড,hai̯briɖ,spiɖ,iɖ,iɖ,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00065,রিভারসাইড,বিড,ribʱarsaiɖ,biɖ,iɖ,iɖ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00066,কিড,সলিড,kiɖ,sɔliɖ,iɖ,iɖ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00067,বরবাদ,আওলাদ,bɔrbad̪,ao̯lad̪,ad̪,ad̪,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00068,অপবাদ,আজাদ,ɔpobad̪,adʒad̪,ad̪,ad̪,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00069,ফরিদাবাদ,আরশাদ,forid̪abad̪,arʃad̪,ad̪,ad̪,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00070,আশির্বাদ,কায়কোবাদ,aʃirbad̪,kae̯kobad̪,ad̪,ad̪,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00071,বিবাদ,ফরহাদ,bibad̪,fɔrhad̪,ad̪,ad̪,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00072,আযাদ,দুঃসংবাদ,adʒad̪,d̪uʃʃɔŋbad̪,ad̪,ad̪,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00073,বাদানুবাদ,জল্লাদ,bad̪anubad̪,dʒɔllad̪,ad̪,ad̪,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00074,অনুবাদ,মিলাদ,onubad̪,milad̪,ad̪,ad̪,a,a,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00075,ভ্লাদ,উগ্রবাদ,bʱlad̪,ugrobad̪,ad̪,ad̪,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00076,সাম্যবাদ,বিষাদ,ʃammobad̪,biʃad̪,ad̪,ad̪,a,a,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00077,কনট্যাক্ট,ইমপ্যাক্ট,kɔnʈækʈ,impækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00078,কনট্যাক্ট,ফ্যাক্ট,kɔnʈækʈ,fækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00079,ফ্যাক্ট,ইমপ্যাক্ট,fækʈ,impækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00080,কম্প্যাক্ট,ফ্যাক্ট,kɔmpækʈ,fækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00081,কমপ্যাক্ট,কনট্যাক্ট,kɔmpækʈ,kɔnʈækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00082,কন্টাক্ট,কম্প্যাক্ট,kɔnʈækʈ,kɔmpækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00083,কন্টাক্ট,ফ্যাক্ট,kɔnʈækʈ,fækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00084,কম্প্যাক্ট,ইমপ্যাক্ট,kɔmpækʈ,impækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00085,কমপ্যাক্ট,ফ্যাক্ট,kɔmpækʈ,fækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00086,কমপ্যাক্ট,কন্টাক্ট,kɔmpækʈ,kɔnʈækʈ,ækʈ,ækʈ,æ,æ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00087,রোস্তম,প্রজননক্ষম,rost̪ɔm,prodʒonɔnɔkkʰɔm,ɔm,ɔm,ɔ,ɔ,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00088,রম,মেকানিজম,rɔm,mekanidʒɔm,ɔm,ɔm,ɔ,ɔ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00089,মনোরম,সশ্রম,monorɔm,ʃɔsrɔm,ɔm,ɔm,ɔ,ɔ,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00090,চমচম,রুস্তম,tʃɔmtʃɔm,rust̪ɔm,ɔm,ɔm,ɔ,ɔ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00091,আজম,গম,adʒɔm,gɔm,ɔm,ɔm,ɔ,ɔ,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00092,লোকসমাগম,অর্গাজম,lokʃɔmagɔm,ɔrgadʒɔm,ɔm,ɔm,ɔ,ɔ,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00093,মহররম,রেশম,mɔhorrɔm,reʃɔm,ɔm,ɔm,ɔ,ɔ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00094,অটিজম,মহরম,ɔʈidʒɔm,mɔhorɔm,ɔm,ɔm,ɔ,ɔ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00095,সুগম,কার্যক্ষম,ʃugɔm,kardʒokʰɔm,ɔm,ɔm,ɔ,ɔ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00096,চমচম,অরিন্দম,tʃɔmtʃɔm,ɔrind̪ɔm,ɔm,ɔm,ɔ,ɔ,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00097,আলমন্ড,প্রাইজবন্ড,almɔnɖ,prai̯dʒbɔnɖ,ɔnɖ,ɔnɖ,ɔ,ɔ,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00098,নভেলিস্ট,বেইজিস্ট,nobʱeliʃʈ,bei̯dʒiʃʈ,iʃʈ,iʃʈ,i,i,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00099,টুরিস্ট,সোশ্যালিস্ট,ʈuriʃʈ,ʃoʃaliʃʈ,iʃʈ,iʃʈ,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00100,তিনিও,পানীয়,t̪inio̯,panio̯,nio̯,nio̯,io̯,io̯,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00101,নেতৃত্বস্থানীয়,কাহিনীও,net̪rit̪t̪ost̪ʰanio̯,kahinio̯,nio̯,nio̯,io̯,io̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00102,নেতৃত্বস্থানীয়,বোর্নিও,net̪rit̪t̪ost̪ʰanio̯,bornio̯,nio̯,nio̯,io̯,io̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00103,পালনীয়,কাহিনীও,palonio̯,kahinio̯,nio̯,nio̯,io̯,io̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00104,মাননীয়,তিনিও,manonio̯,t̪inio̯,nio̯,nio̯,io̯,io̯,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00105,শীর্ষস্থানীয়,তিনিও,ʃirʃost̪ʰanio̯,t̪inio̯,nio̯,nio̯,io̯,io̯,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00106,বোর্নিও,পালনীয়,bornio̯,palonio̯,nio̯,nio̯,io̯,io̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00107,বাহিনীও,নেতৃত্বস্থানীয়,bahinio̯,net̪rit̪t̪ost̪ʰanio̯,nio̯,nio̯,io̯,io̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00108,বাহিনীও,পালনীয়,bahinio̯,palonio̯,nio̯,nio̯,io̯,io̯,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00109,কিনল,আনলো,kinlo,anlo,nlo,nlo,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00110,ইমারজেন্সি,আইছি,imardʒensi,ai̯si,si,si,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00111,রেসিডেন্সি,সিএসসি,resiɖensi,siessi,si,si,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00112,কেসি,এসএমসি,kesi,esemsi,si,si,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00113,ফেরদৌসি,বিজেএমসি,ferd̪ou̯si,bidʒeemsi,si,si,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00114,গ্যালাক্সি,সেক্সি,gælaksi,seksi,si,si,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00115,আরসিসি,আব্বাসী,arsisi,abbasi,si,si,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00116,গ্যালাক্সি,ফার্সি,gælaksi,farsi,si,si,i,i,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00117,এলওসি,আরসি,elosi,arsi,si,si,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00118,পেপসি,রেসিডেন্সি,pepsi,resiɖensi,si,si,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00119,আইএফআইসি,কেসি,ai̯efai̯si,kesi,si,si,i,i,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00120,স্ব,অংশ,ʃɔ,oŋʃɔ,ʃɔ,ʃɔ,ɔ,ɔ,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00121,অন্যকিছু,পিছু,onnokitʃʰu,pitʃʰu,tʃʰu,tʃʰu,u,u,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00122,বেশকিছু,মাথাপিছু,beʃkitʃʰu,mat̪ʰapitʃʰu,tʃʰu,tʃʰu,u,u,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00123,বেশকিছু,পিছু,beʃkitʃʰu,pitʃʰu,tʃʰu,tʃʰu,u,u,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00124,মাথাপিছু,অন্যকিছু,mat̪ʰapitʃʰu,onnokitʃʰu,tʃʰu,tʃʰu,u,u,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00125,বিচ্ছু,বেশিকিছু,bitʃtʃʰu,beʃikitʃʰu,tʃʰu,tʃʰu,u,u,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00126,সবকিছু,কিচ্ছু,ʃɔbkitʃʰu,kitʃtʃʰu,tʃʰu,tʃʰu,u,u,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00127,কোনকিছু,পিছু,konokitʃʰu,pitʃʰu,tʃʰu,tʃʰu,u,u,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00128,বিচ্ছু,অল্পকিছু,bitʃtʃʰu,ɔlpokitʃʰu,tʃʰu,tʃʰu,u,u,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00129,বিচ্ছু,এতকিছু,bitʃtʃʰu,æt̪okitʃʰu,tʃʰu,tʃʰu,u,u,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00130,মাথাপিছু,কিছু,mat̪ʰapitʃʰu,kitʃʰu,tʃʰu,tʃʰu,u,u,,1,high,high,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00131,আলেহান্দ্রো,তথ্যকেন্দ্র,alehand̪ro,t̪ot̪t̪ʰokend̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00132,পেদ্রো,চান্দ্র,ped̪ro,tʃand̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00133,অতিদরিদ্র,ব্যবসাকেন্দ্র,ot̪id̪orid̪ro,bæboʃakend̪ro,d̪ro,d̪ro,o,o,,1,low,low,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00134,রৌদ্র,প্রেমেন্দ্র,rou̯d̪ro,premend̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00135,রামচন্দ্র,চান্দ্র,ramtʃɔnd̪ro,tʃand̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00136,ভাদ্র,অতন্দ্র,bʱad̪ro,ɔt̪ond̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00137,রাজেন্দ্র,সুরেন্দ্র,radʒend̪ro,ʃurend̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
rhyme3a_00138,বরেন্দ্র,বঙ্কিমচন্দ্র,bɔrend̪ro,boŋkimtʃɔnd̪ro,d̪ro,d̪ro,o,o,,1,mid,mid,,TRUE,"bulk-approved by solo annotator, full manual read, no corrections"
